Employee_ID|Transaction_WID|Transaction_Effective_Date|Transaction_Entry_Date|Transaction_Type|Position_ID|Effective_Date|Worker_Type|Worker_Sub-Type|Business_Title|Business_Site_ID|Mailstop_Floor|Worker_Status|Active|Active_Status_Date|Hire_Date|Original_Hire_Date|Hire_Reason|Employment_End_Date|Continuous_Service_Date|First_Day_of_Work|Expected_Retirement_Date|Retirement_Eligibility_Date|Retired|Seniority_Date|Severance_Date|Benefits_Service_Date|Company_Service_Date|Time_Off_Service_Date|Vesting_Date|Terminated|Termination_Date|Pay_Through_Date|Primary_Termination_Reason|Primary_Termination_Category|Termination_Involuntary|Secondary_Termination_Reason|Local_Termination_Reason|Not_Eligible_for_Hire|Regrettable_Termination|Hire_Rescinded|Resignation_Date|Last_Day_of_Work|Last_Date_for_Which_Paid|Expected_Date_of_Return|Not_Returning|Return_Unknown|Probation_Start_Date|Probation_End_Date|Academic_Tenure_Date|Has_International_Assignment|Home_Country|Host_Country|International_Assignment_Type|Start_Date_of_International_Assignment|End_Date_of_International_Assignment|Rehire|Eligible_For_Rehire|Action|Action_Code|Action_Reason|Action_Reason_Code|Manager_ID|Soft_Retirement_Indicator|Job_Profile_ID|Sequence_Number|Planned_End_Contract_Date|Job_Entry_Dt|Stock_Grants|Time_Type|Supervisory_Organization|Location|Job_Title|French_Job_Title|Shift_Number|Scheduled_Weekly_Hours|Default_Weekly_Hours|Scheduled_FTE|Work_Model_Start_Date|Work_Model_Type|Worker_Workday_ID
EMP00079|TXN776776527|2025-11-22|2025-11-28 00:00:00|Hire|POS00345|2025-11-22|Employee|Temporary|Marketing Manager|LOC00061|FL2|Active|True|2025-11-22|2025-11-22|2025-11-22|New Hire||2025-11-22|2025-11-22|||False|2025-11-22||2025-11-22|2025-11-22|2025-11-22|2026-11-22|False|||||False|||False|False|False|||||False|false|2025-11-22|2026-02-20||True|US|CA||||False|N|Hire|ACT409|Employee Request|ARC680|EMP00411|False|JP00095|1||2025-11-22||Contract|CC00039|LOC00061|Marketing Manager|Titre Français: Marketing Manager|1|37.5|40|1|2025-11-22|Remote|WID0007900
EMP00079|TXN129405302|2026-07-14|2026-07-15 00:00:00|Demotion|POS00118|2026-07-14|Employee|Contract|Accountant|LOC00027||Active|True|2025-11-22|2025-11-22|2025-11-22|Transfer||2025-11-22|2025-11-22|||False|2025-11-22||2025-11-22|2025-11-22|2025-11-22|2026-11-22|False|||||False|||False|False|False|||||False|false|2025-11-22|2026-02-20||False|US|AU||||False|N|Demotion|ACT823|Organizational Change|ARC501|EMP00377|False|JP00035|2||2026-07-14||Temporary|CC00043|LOC00027|Accountant|Titre Français: Accountant|1|40|40|1|2026-07-14|Office|WID0007901
EMP00079|TXN561971098|2028-11-10|2028-11-13 00:00:00|Transfer|POS00268|2028-11-10|Employee|Seasonal|System Administrator|LOC00091||Active|True|2025-11-22|2025-11-22|2025-11-22|Transfer||2025-11-22|2025-11-22|||False|2025-11-22||2025-11-22|2025-11-22|2025-11-22|2026-11-22|False|||||False|||False|False|False|||||False|false|2025-11-22|2026-02-20||False|US|UK||||False|N|Transfer|ACT186|Business Need|ARC328|EMP00186|False|JP00018|3||2028-11-10||Seasonal|CC00007|LOC00091|System Administrator|Titre Français: System Administrator|2|40|40|1|2028-11-10|Hybrid|WID0007902
EMP00079|TXN820210725|2028-03-19|2028-03-19 00:00:00|Promotion|POS00200|2028-03-19|Employee|Seasonal|System Administrator|LOC00040||Active|True|2025-11-22|2025-11-22|2025-11-22|Transfer||2025-11-22|2025-11-22|||False|2025-11-22||2025-11-22|2025-11-22|2025-11-22|2026-11-22|False|||||False|||False|False|False|||||False|false|2025-11-22|2026-02-20||False|US|CA||||False|N|Promotion|ACT119|Employee Request|ARC337|EMP00236|False|JP00064|4||2028-03-19||Contract|CC00092|LOC00040|System Administrator|Titre Français: System Administrator|1|40|40|1|2028-03-19|Remote|WID0007903
EMP00080|TXN992488956|2021-01-12|2021-01-12 00:00:00|Hire|POS00566|2021-01-12|Employee|Temporary|Project Manager|LOC00084||Active|True|2021-01-12|2021-01-12|2021-01-12|New Hire||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||False|US|UK||||False|N|Hire|ACT151|Business Need|ARC924|EMP00162|False|JP00009|1||2021-01-12||Regular|CC00083|LOC00084|Project Manager|Titre Français: Project Manager|1|40|40|1|2021-01-12|Office|WID0008000
EMP00080|TXN302210968|2021-05-20|2021-05-23 00:00:00|Demotion|POS00060|2021-05-20|Employee|Seasonal|Security Analyst|LOC00020|FL2|Active|True|2021-01-12|2021-01-12|2021-01-12|Transfer||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||True|US|AU||||False|N|Demotion|ACT387|Employee Request|ARC500|EMP00118|False|JP00082|2||2021-05-20||Seasonal|CC00024|LOC00020|Security Analyst|Titre Français: Security Analyst|1|40|40|1|2021-05-20|Office|WID0008001
EMP00080|TXN243319373|2022-09-26|2022-09-29 00:00:00|Promotion|POS00140|2022-09-26|Employee|Seasonal|Accountant|LOC00003||Active|True|2021-01-12|2021-01-12|2021-01-12|Transfer||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||True|US|CA||||False|N|Promotion|ACT110|Business Need|ARC122|EMP00069|False|JP00003|3||2022-09-26||Temporary|CC00026|LOC00003|Accountant|Titre Français: Accountant|1|40|40|0.84|2022-09-26|Remote|WID0008002
EMP00080|TXN941076154|2022-07-23|2022-07-23 00:00:00|Demotion|POS00438|2022-07-23|Employee|Contract|System Administrator|LOC00019||Active|True|2021-01-12|2021-01-12|2021-01-12|Transfer||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||False|US|AU||||False|N|Demotion|ACT355|Organizational Change|ARC158|EMP00399|False|JP00113|4||2022-07-23||Temporary|CC00036|LOC00019|System Administrator|Titre Français: System Administrator|1|40|40|0.94|2022-07-23|Office|WID0008003
EMP00080|TXN697138545|2023-06-09|2023-06-16 00:00:00|Demotion|POS00241|2023-06-09|Employee|Seasonal|Network Engineer|LOC00004|FL2|Active|True|2021-01-12|2021-01-12|2021-01-12|Transfer||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||True|US|CA||||False|N|Demotion|ACT569|Business Need|ARC918|EMP00112|False|JP00044|5||2023-06-09||Regular|CC00012|LOC00004|Network Engineer|Titre Français: Network Engineer|1|30|40|1|2023-06-09|Office|WID0008004
EMP00080|TXN500827698|2021-06-10|2021-06-16 00:00:00|Lateralove|POS00560|2021-06-10|Employee|Regular|Accountant|LOC00060|FL4|Active|True|2021-01-12|2021-01-12|2021-01-12|Transfer||2021-01-12|2021-01-12|||False|2021-01-12||2021-01-12|2021-01-12|2021-01-12|2022-01-12|False|||||False|||False|False|False|||||False|false|2021-01-12|2021-04-12||False|US|MX||||False|N|Lateralove|ACT523|Business Need|ARC737|EMP00375|False|JP00067|6||2021-06-10||Temporary|CC00034|LOC00060|Accountant|Titre Français: Accountant|1|40|40|1|2021-06-10|Remote|WID0008005
EMP00081|TXN265448759|2020-10-08|2020-10-15 00:00:00|Hire|POS00152|2020-10-08|Employee|Regular|System Administrator|LOC00044||Terminated|False|2025-06-15|2020-10-08|2020-10-08|New Hire|2025-06-15|2020-10-08|2020-10-08|||False|2020-10-08||2020-10-08|2020-10-08|2020-10-08|2021-10-08|True|2025-06-15|2025-06-15|RIF|Voluntary|True|||False|False|False|2025-06-15|2025-06-15|2025-06-15||True|false|2020-10-08|2021-01-06||False|US|UK||||False|N|Hire|ACT360|Organizational Change|ARC842|EMP00260|False|JP00162|1||2020-10-08||Temporary|CC00032|LOC00044|System Administrator|Titre Français: System Administrator|1|40|40|1|2020-10-08|Office|WID0008100
EMP00081|TXN207083934|2021-05-19|2021-05-20 00:00:00|Transfer|POS00123|2021-05-19|Employee|Regular|Data Analyst|LOC00068||Terminated|False|2025-06-15|2020-10-08|2020-10-08|Transfer|2025-06-15|2020-10-08|2020-10-08|||False|2020-10-08||2020-10-08|2020-10-08|2020-10-08|2021-10-08|True|2025-06-15|2025-06-15|RIF|Other|True|||False|True|False||2025-06-15|2025-06-15||True|false|2020-10-08|2021-01-06||True|US|UK|Expatriate|||False|N|Transfer|ACT136|Organizational Change|ARC330|EMP00236|False|JP00013|2||2021-05-19||Temporary|CC00046|LOC00068|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2021-05-19|Remote|WID0008101
EMP00081|TXN742288333|2021-11-27|2021-12-04 00:00:00|Transfer|POS00177|2021-11-27|Employee|Contract|Data Analyst|LOC00023|FL3|Terminated|False|2025-06-15|2020-10-08|2020-10-08|Transfer|2025-06-15|2020-10-08|2020-10-08|||False|2020-10-08||2020-10-08|2020-10-08|2020-10-08|2021-10-08|True|2025-06-15|2025-06-15|Retirement|Involuntary|False|||False|False|False||2025-06-15|2025-06-15||True|false|2020-10-08|2021-01-06||False|US|CA||||False|N|Transfer|ACT485|Organizational Change|ARC428|EMP00073|False|JP00027|3||2021-11-27||Seasonal|CC00076|LOC00023|Data Analyst|Titre Français: Data Analyst|2|40|40|1|2021-11-27|Office|WID0008102
EMP00081|TXN101618906|2022-12-15|2022-12-18 00:00:00|Promotion|POS00302|2022-12-15|Employee|Regular|Data Analyst|LOC00039||Terminated|False|2025-06-15|2020-10-08|2020-10-08|Transfer|2025-06-15|2020-10-08|2020-10-08|||False|2020-10-08||2020-10-08|2020-10-08|2020-10-08|2021-10-08|True|2025-06-15|2025-06-15|Contract End|Other|False|||False|False|False||2025-06-15|2025-06-15||True|false|2020-10-08|2021-01-06||False|US|UK||||False|N|Promotion|ACT980|Employee Request|ARC728|EMP00228|False|JP00075|4||2022-12-15||Contract|CC00099|LOC00039|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2022-12-15|Hybrid|WID0008103
EMP00081|TXN832153415|2022-04-09|2022-04-13 00:00:00|Lateralove|POS00187|2022-04-09|Employee|Temporary|Product Manager|LOC00051||Terminated|False|2025-06-15|2020-10-08|2020-10-08|Transfer|2025-06-15|2020-10-08|2020-10-08|||False|2020-10-08||2020-10-08|2020-10-08|2020-10-08|2021-10-08|True|2025-06-15|2025-06-15|Contract End|Retirement|False|||False|False|False||2025-06-15|2025-06-15||True|false|2020-10-08|2021-01-06||False|US|UK||||False|N|Lateralove|ACT467|Organizational Change|ARC257|EMP00220|False|JP00160|5||2022-04-09||Regular|CC00054|LOC00051|Product Manager|Titre Français: Product Manager|1|40|40|1|2022-04-09|Office|WID0008104
EMP00082|TXN129825287|2024-03-29|2024-04-03 00:00:00|Hire|POS00162|2024-03-29|Employee|Seasonal|Network Engineer|LOC00020||Active|True|2024-03-29|2024-03-29|2024-03-29|New Hire||2024-03-29|2024-03-29|||False|2024-03-29||2024-03-29|2024-03-29|2024-03-29|2025-03-29|False|||||False|||False|False|False|||||False|false|2024-03-29|2024-06-27||False|US|AU|Expatriate|||False|N|Hire|ACT323|Business Need|ARC255|EMP00305|False|JP00147|1||2024-03-29||Seasonal|CC00041|LOC00020|Network Engineer|Titre Français: Network Engineer|1|40|40|1|2024-03-29|Hybrid|WID0008200
EMP00082|TXN817662257|2026-07-04|2026-07-10 00:00:00|Promotion|POS00304|2026-07-04|Employee|Temporary|Quality Assurance|LOC00086||Active|True|2024-03-29|2024-03-29|2024-03-29|Transfer||2024-03-29|2024-03-29|||False|2024-03-29||2024-03-29|2024-03-29|2024-03-29|2025-03-29|False|||||False|||False|False|False|||||False|false|2024-03-29|2024-06-27||False|US|US||||False|N|Promotion|ACT365|Organizational Change|ARC626|EMP00393|False|JP00045|2||2026-07-04||Regular|CC00083|LOC00086|Quality Assurance|Titre Français: Quality Assurance|1|40|40|1|2026-07-04|Remote|WID0008201
EMP00082|TXN802980150|2025-12-30|2025-12-30 00:00:00|Transfer|POS00588|2025-12-30|Employee|Temporary|Software Engineer|LOC00069|FL2|Active|True|2024-03-29|2024-03-29|2024-03-29|Transfer||2024-03-29|2024-03-29|||False|2024-03-29||2024-03-29|2024-03-29|2024-03-29|2025-03-29|False|||||False|||False|False|False|||||False|false|2024-03-29|2024-06-27||True|US|AU||||False|N|Transfer|ACT281|Business Need|ARC196|EMP00438|False|JP00070|3||2025-12-30||Temporary|CC00010|LOC00069|Software Engineer|Titre Français: Software Engineer|1|40|40|1|2025-12-30|Office|WID0008202
EMP00083|TXN264984400|2022-02-08|2022-02-14 00:00:00|Hire|POS00428|2022-02-08|Employee|Contract|Finance Manager|LOC00069||Terminated|False|2025-05-12|2022-02-08|2022-02-08|New Hire|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|Voluntary Resignation|Voluntary|True|||False|False|False||2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||True|US|UK||||False|N|Hire|ACT236|Organizational Change|ARC100|EMP00257|False|JP00140|1||2022-02-08||Regular|CC00050|LOC00069|Finance Manager|Titre Français: Finance Manager|1|40|40|1|2022-02-08|Hybrid|WID0008300
EMP00083|TXN663088897|2023-09-12|2023-09-17 00:00:00|Promotion|POS00336|2023-09-12|Employee|Contract|Operations Manager|LOC00100||Terminated|False|2025-05-12|2022-02-08|2022-02-08|Transfer|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|RIF|Other|True|||False|True|False||2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||False|US|FR||||False|N|Promotion|ACT284|Business Need|ARC725|EMP00379|False|JP00134|2||2023-09-12||Temporary|CC00092|LOC00100|Operations Manager|Titre Français: Operations Manager|1|30|40|1|2023-09-12|Hybrid|WID0008301
EMP00083|TXN148825334|2023-02-24|2023-02-28 00:00:00|Promotion|POS00223|2023-02-24|Employee|Contract|Network Engineer|LOC00015|FL5|Terminated|False|2025-05-12|2022-02-08|2022-02-08|Transfer|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|Voluntary Resignation|Voluntary|False|||False|False|False||2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||False|US|DE||||False|Y|Promotion|ACT384|Organizational Change|ARC807|EMP00146|False|JP00137|3||2023-02-24||Regular|CC00084|LOC00015|Network Engineer|Titre Français: Network Engineer|1|40|40|0.77|2023-02-24|Office|WID0008302
EMP00083|TXN563846788|2023-07-15|2023-07-15 00:00:00|Lateralove|POS00173|2023-07-15|Employee|Regular|Sales Executive|LOC00091||Terminated|False|2025-05-12|2022-02-08|2022-02-08|Transfer|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|Retirement|Involuntary|False|||False|False|False||2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||True|US|US||||False|N|Lateralove|ACT929|Business Need|ARC376|EMP00002|False|JP00189|4||2023-07-15||Temporary|CC00068|LOC00091|Sales Executive|Titre Français: Sales Executive|3|40|40|1|2023-07-15|Remote|WID0008303
EMP00083|TXN548748753|2024-09-17|2024-09-17 00:00:00|Promotion|POS00462|2024-09-17|Employee|Contract|Sales Executive|LOC00051||Terminated|False|2025-05-12|2022-02-08|2022-02-08|Transfer|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|Termination for Cause|Other|True|||False|True|False||2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||True|US|AU||||False|Y|Promotion|ACT789|Business Need|ARC319|EMP00275|False|JP00016|5||2024-09-17||Contract|CC00053|LOC00051|Sales Executive|Titre Français: Sales Executive|1|40|40|1|2024-09-17|Remote|WID0008304
EMP00083|TXN971153864|2024-06-15|2024-06-17 00:00:00|Lateralove|POS00466|2024-06-15|Employee|Contract|Project Manager|LOC00014||Terminated|False|2025-05-12|2022-02-08|2022-02-08|Transfer|2025-05-12|2022-02-08|2022-02-08|||False|2022-02-08||2022-02-08|2022-02-08|2022-02-08|2023-02-08|True|2025-05-12|2025-05-12|Voluntary Resignation|Voluntary|True|||False|False|False|2025-05-12|2025-05-12|2025-05-12||True|false|2022-02-08|2022-05-09||True|US|CA|Inpatriate|||False|N|Lateralove|ACT653|Organizational Change|ARC848|EMP00128|False|JP00102|6||2024-06-15||Temporary|CC00045|LOC00014|Project Manager|Titre Français: Project Manager|2|40|40|1|2024-06-15|Office|WID0008305
EMP00084|TXN860474498|2025-04-24|2025-04-24 00:00:00|Hire|POS00494|2025-04-24|Employee|Regular|Operations Manager|LOC00064||Active|True|2025-04-24|2025-04-24|2025-04-24|New Hire||2025-04-24|2025-04-24|||False|2025-04-24||2025-04-24|2025-04-24|2025-04-24|2026-04-24|False|||||False|||False|False|False|||||False|false|2025-04-24|2025-07-23||False|US|AU||||False|N|Hire|ACT479|Organizational Change|ARC271|EMP00199|False|JP00104|1||2025-04-24||Regular|CC00082|LOC00064|Operations Manager|Titre Français: Operations Manager|3|40|40|1|2025-04-24|Hybrid|WID0008400
EMP00084|TXN180595440|2027-04-20|2027-04-27 00:00:00|Promotion|POS00456|2027-04-20|Employee|Contract|Sales Executive|LOC00053|FL1|Active|True|2025-04-24|2025-04-24|2025-04-24|Transfer||2025-04-24|2025-04-24|||False|2025-04-24||2025-04-24|2025-04-24|2025-04-24|2026-04-24|False|||||False|||False|False|False|||||False|false|2025-04-24|2025-07-23||False|US|DE||||False|N|Promotion|ACT973|Organizational Change|ARC758|EMP00060|False|JP00156|2||2027-04-20||Temporary|CC00070|LOC00053|Sales Executive|Titre Français: Sales Executive|1|40|40|1|2027-04-20|Remote|WID0008401
EMP00084|TXN869003668|2027-11-11|2027-11-17 00:00:00|Promotion|POS00378|2027-11-11|Employee|Contract|Project Manager|LOC00090||Active|True|2025-04-24|2025-04-24|2025-04-24|Transfer||2025-04-24|2025-04-24|||False|2025-04-24||2025-04-24|2025-04-24|2025-04-24|2026-04-24|False|||||False|||False|False|False|||||False|false|2025-04-24|2025-07-23||True|US|DE|Inpatriate|||False|N|Promotion|ACT241|Employee Request|ARC558|EMP00490|False|JP00097|3||2027-11-11||Temporary|CC00040|LOC00090|Project Manager|Titre Français: Project Manager|1|40|40|1|2027-11-11|Office|WID0008402
EMP00084|TXN339998152|2027-03-31|2027-04-06 00:00:00|Demotion|POS00010|2027-03-31|Employee|Seasonal|Data Analyst|LOC00098|FL5|Active|True|2025-04-24|2025-04-24|2025-04-24|Transfer||2025-04-24|2025-04-24|||False|2025-04-24||2025-04-24|2025-04-24|2025-04-24|2026-04-24|False|||||False|||False|False|False|||||False|false|2025-04-24|2025-07-23||True|US|UK||||False|N|Demotion|ACT586|Business Need|ARC883|EMP00229|False|JP00161|4||2027-03-31||Contract|CC00055|LOC00098|Data Analyst|Titre Français: Data Analyst|1|40|40|0.71|2027-03-31|Remote|WID0008403
EMP00085|TXN703910915|2018-08-30|2018-08-30 00:00:00|Hire|POS00469|2018-08-30|Employee|Contract|Sales Executive|LOC00040||Active|True|2018-08-30|2018-08-30|2018-08-30|New Hire||2018-08-30|2018-08-30|||False|2018-08-30||2018-08-30|2018-08-30|2018-08-30|2019-08-30|False|||||False|||False|False|False|||||False|false|2018-08-30|2018-11-28||False|US|FR||||False|N|Hire|ACT684|Employee Request|ARC515|EMP00353|False|JP00142|1||2018-08-30||Seasonal|CC00010|LOC00040|Sales Executive|Titre Français: Sales Executive|1|40|40|1|2018-08-30|Hybrid|WID0008500
EMP00085|TXN596115253|2019-08-03|2019-08-10 00:00:00|Demotion|POS00352|2019-08-03|Employee|Regular|Quality Assurance|LOC00027|FL3|Active|True|2018-08-30|2018-08-30|2018-08-30|Transfer||2018-08-30|2018-08-30|||False|2018-08-30||2018-08-30|2018-08-30|2018-08-30|2019-08-30|False|||||False|||False|False|False|||||False|false|2018-08-30|2018-11-28||True|US|MX||||False|N|Demotion|ACT110|Organizational Change|ARC270|EMP00206|False|JP00133|2||2019-08-03||Contract|CC00002|LOC00027|Quality Assurance|Titre Français: Quality Assurance|1|30|40|1|2019-08-03|Office|WID0008501
EMP00086|TXN525961566|2017-12-30|2018-01-05 00:00:00|Hire|POS00567|2017-12-30|Employee|Regular|Data Analyst|LOC00078||Terminated|False|2025-11-25|2017-12-30|2017-12-30|New Hire|2025-11-25|2017-12-30|2017-12-30|||False|2017-12-30||2017-12-30|2017-12-30|2017-12-30|2018-12-30|True|2025-11-25|2025-11-25|Contract End|Involuntary|False|||False|True|False||2025-11-25|2025-11-25||True|false|2017-12-30|2018-03-30||True|US|AU||||False|N|Hire|ACT652|Organizational Change|ARC668|EMP00463|False|JP00075|1||2017-12-30||Temporary|CC00086|LOC00078|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2017-12-30|Remote|WID0008600
EMP00086|TXN764489816|2019-11-29|2019-12-03 00:00:00|Lateralove|POS00109|2019-11-29|Employee|Contract|Business Analyst|LOC00071|FL2|Terminated|False|2025-11-25|2017-12-30|2017-12-30|Transfer|2025-11-25|2017-12-30|2017-12-30|||False|2017-12-30||2017-12-30|2017-12-30|2017-12-30|2018-12-30|True|2025-11-25|2025-11-25|Voluntary Resignation|Involuntary|True|||False|False|False||2025-11-25|2025-11-25||True|false|2017-12-30|2018-03-30||True|US|US||||False|N|Lateralove|ACT453|Organizational Change|ARC499|EMP00179|False|JP00191|2||2019-11-29||Contract|CC00014|LOC00071|Business Analyst|Titre Français: Business Analyst|1|40|40|1|2019-11-29|Remote|WID0008601
EMP00087|TXN515970340|2021-08-07|2021-08-11 00:00:00|Hire|POS00572|2021-08-07|Employee|Temporary|Security Analyst|LOC00034|FL5|Active|True|2021-08-07|2021-08-07|2021-08-07|New Hire||2021-08-07|2021-08-07|||False|2021-08-07||2021-08-07|2021-08-07|2021-08-07|2022-08-07|False|||||False|||False|False|False|||||False|false|2021-08-07|2021-11-05||False|US|UK||||False|N|Hire|ACT153|Organizational Change|ARC879|EMP00394|False|JP00025|1||2021-08-07||Contract|CC00093|LOC00034|Security Analyst|Titre Français: Security Analyst|3|35|40|1|2021-08-07|Remote|WID0008700
EMP00087|TXN133532963|2022-02-28|2022-03-06 00:00:00|Promotion|POS00126|2022-02-28|Employee|Seasonal|HR Manager|LOC00007|FL3|Active|True|2021-08-07|2021-08-07|2021-08-07|Transfer||2021-08-07|2021-08-07|||False|2021-08-07||2021-08-07|2021-08-07|2021-08-07|2022-08-07|False|||||False|||False|False|False|||||False|false|2021-08-07|2021-11-05||False|US|CA||||False|N|Promotion|ACT144|Employee Request|ARC595|EMP00120|False|JP00096|2||2022-02-28||Seasonal|CC00086|LOC00007|HR Manager|Titre Français: HR Manager|1|40|40|1|2022-02-28|Hybrid|WID0008701
EMP00087|TXN501821297|2022-04-22|2022-04-22 00:00:00|Demotion|POS00146|2022-04-22|Employee|Regular|Project Manager|LOC00100||Active|True|2021-08-07|2021-08-07|2021-08-07|Transfer||2021-08-07|2021-08-07|||False|2021-08-07||2021-08-07|2021-08-07|2021-08-07|2022-08-07|False|||||False|||False|False|False|||||False|false|2021-08-07|2021-11-05||False|US|DE||||False|N|Demotion|ACT993|Employee Request|ARC240|EMP00065|False|JP00097|3||2022-04-22||Seasonal|CC00055|LOC00100|Project Manager|Titre Français: Project Manager|1|30|40|0.5|2022-04-22|Office|WID0008702
EMP00087|TXN782043247|2023-08-30|2023-09-06 00:00:00|Demotion|POS00265|2023-08-30|Employee|Contract|Finance Manager|LOC00064|FL3|Active|True|2021-08-07|2021-08-07|2021-08-07|Transfer||2021-08-07|2021-08-07|||False|2021-08-07||2021-08-07|2021-08-07|2021-08-07|2022-08-07|False|||||False|||False|False|False|||||False|false|2021-08-07|2021-11-05||False|US|FR||||False|N|Demotion|ACT481|Organizational Change|ARC328|EMP00159|False|JP00008|4||2023-08-30||Contract|CC00042|LOC00064|Finance Manager|Titre Français: Finance Manager|1|40|40|1|2023-08-30|Remote|WID0008703
EMP00088|TXN625165952|2020-09-22|2020-09-23 00:00:00|Hire|POS00295|2020-09-22|Employee|Seasonal|Product Manager|LOC00043||Active|True|2020-09-22|2020-09-22|2020-09-22|New Hire||2020-09-22|2020-09-22|||False|2020-09-22||2020-09-22|2020-09-22|2020-09-22|2021-09-22|False|||||False|||False|False|False|||||False|false|2020-09-22|2020-12-21||True|US|FR||||False|N|Hire|ACT710|Business Need|ARC103|EMP00375|False|JP00036|1||2020-09-22||Temporary|CC00051|LOC00043|Product Manager|Titre Français: Product Manager|1|30|40|1|2020-09-22|Office|WID0008800
EMP00088|TXN936587372|2022-04-18|2022-04-20 00:00:00|Promotion|POS00475|2022-04-18|Employee|Contract|Network Engineer|LOC00064|FL5|Active|True|2020-09-22|2020-09-22|2020-09-22|Transfer||2020-09-22|2020-09-22|||False|2020-09-22||2020-09-22|2020-09-22|2020-09-22|2021-09-22|False|||||False|||False|False|False|||||False|false|2020-09-22|2020-12-21||True|US|DE||||False|N|Promotion|ACT428|Organizational Change|ARC791|EMP00081|False|JP00163|2||2022-04-18||Seasonal|CC00071|LOC00064|Network Engineer|Titre Français: Network Engineer|1|37.5|40|1|2022-04-18|Remote|WID0008801
EMP00089|TXN865366017|2018-01-26|2018-01-31 00:00:00|Hire|POS00416|2018-01-26|Employee|Seasonal|Data Analyst|LOC00015||Terminated|False|2025-03-04|2018-01-26|2018-01-26|New Hire|2025-03-04|2018-01-26|2018-01-26|||False|2018-01-26||2018-01-26|2018-01-26|2018-01-26|2019-01-26|True|2025-03-04|2025-03-04|Contract End|Voluntary|False|||False|False|False|2025-03-04|2025-03-04|2025-03-04||True|false|2018-01-26|2018-04-26||True|US|MX||||False|N|Hire|ACT558|Employee Request|ARC414|EMP00259|False|JP00026|1||2018-01-26||Seasonal|CC00061|LOC00015|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2018-01-26|Office|WID0008900
EMP00089|TXN667928246|2020-05-14|2020-05-15 00:00:00|Demotion|POS00122|2020-05-14|Employee|Seasonal|Sales Executive|LOC00046|FL5|Terminated|False|2025-03-04|2018-01-26|2018-01-26|Transfer|2025-03-04|2018-01-26|2018-01-26|||False|2018-01-26||2018-01-26|2018-01-26|2018-01-26|2019-01-26|True|2025-03-04|2025-03-04|Termination for Cause|Involuntary|False|||False|True|False|2025-03-04|2025-03-04|2025-03-04||True|false|2018-01-26|2018-04-26||True|US|MX||||False|N|Demotion|ACT131|Business Need|ARC299|EMP00299|False|JP00119|2||2020-05-14||Regular|CC00068|LOC00046|Sales Executive|Titre Français: Sales Executive|1|30|40|1|2020-05-14|Office|WID0008901
