Position_ID|Supervisory_Organization|Effective_Date|Reason|Worker_Type|Worker_Sub_Type|Job_Profile|Job_Title|Business_Title|Time_Type|Location
POS00231|CC00056|2026-02-05|Replacement|Intern|Temporary|JP00034|Software Engineer|Software Engineer|Seasonal|LOC00094
POS00232|CC00025|2026-02-05|Reorganization|Employee|Contract|JP00174|Data Analyst|Data Analyst|Temporary|LOC00004
POS00233|CC00034|2026-02-05|Replacement|Intern|Contract|JP00075|Data Analyst|Data Analyst|Temporary|LOC00048
POS00234|CC00088|2026-02-05|Reorganization|Employee|Regular|JP00150|Marketing Manager|Marketing Manager|Contract|LOC00018
POS00235|CC00089|2026-02-05|Reorganization|Intern|Temporary|JP00083|Project Manager|Project Manager|Contract|LOC00091
POS00236|CC00095|2026-02-05|Reclass|Contractor|Regular|JP00109|Data Analyst|Data Analyst|Regular|LOC00072
POS00237|CC00007|2026-02-05|Expansion|Employee|Contract|JP00016|Sales Executive|Sales Executive|Seasonal|LOC00078
POS00238|CC00077|2026-02-05|New Position|Employee|Seasonal|JP00172|Quality Assurance|Quality Assurance|Contract|LOC00039
POS00239|CC00086|2026-02-05|Expansion|Employee|Regular|JP00102|Project Manager|Project Manager|Temporary|LOC00034
POS00240|CC00065|2026-02-05|Reorganization|Contractor|Contract|JP00044|Network Engineer|Network Engineer|Temporary|LOC00012
POS00241|CC00091|2026-02-05|Reclass|Contractor|Temporary|JP00082|Security Analyst|Security Analyst|Seasonal|LOC00015
POS00242|CC00006|2026-02-05|Replacement|Contractor|Seasonal|JP00081|Software Engineer|Software Engineer|Seasonal|LOC00056
POS00243|CC00034|2026-02-05|Reclass|Contractor|Seasonal|JP00073|Network Engineer|Network Engineer|Contract|LOC00022
POS00244|CC00095|2026-02-05|Reorganization|Employee|Contract|JP00081|Software Engineer|Software Engineer|Regular|LOC00025
POS00245|CC00007|2026-02-05|Replacement|Employee|Regular|JP00039|Security Analyst|Security Analyst|Contract|LOC00034
POS00246|CC00091|2026-02-05|Reorganization|Contractor|Regular|JP00042|Accountant|Accountant|Contract|LOC00006
POS00247|CC00046|2026-02-05|Reclass|Contractor|Contract|JP00114|Finance Manager|Finance Manager|Contract|LOC00015
POS00248|CC00019|2026-02-05|New Position|Contractor|Regular|JP00185|Marketing Manager|Marketing Manager|Temporary|LOC00037
POS00249|CC00022|2026-02-05|Reclass|Contractor|Temporary|JP00047|HR Manager|HR Manager|Regular|LOC00068
POS00250|CC00074|2026-02-05|Replacement|Contractor|Regular|JP00197|Project Manager|Project Manager|Temporary|LOC00099
POS00251|CC00087|2026-02-05|New Position|Contractor|Regular|JP00128|Accountant|Accountant|Seasonal|LOC00088
POS00252|CC00016|2026-02-05|Reorganization|Contractor|Regular|JP00175|Product Manager|Product Manager|Seasonal|LOC00020
POS00253|CC00011|2026-02-05|Reorganization|Intern|Contract|JP00008|Finance Manager|Finance Manager|Contract|LOC00081
POS00254|CC00077|2026-02-05|New Position|Contractor|Regular|JP00069|System Administrator|System Administrator|Contract|LOC00042
POS00255|CC00094|2026-02-05|Reclass|Employee|Temporary|JP00188|Software Engineer|Software Engineer|Regular|LOC00083
POS00256|CC00042|2026-02-05|New Position|Intern|Regular|JP00073|Network Engineer|Network Engineer|Contract|LOC00012
POS00257|CC00033|2026-02-05|Replacement|Employee|Contract|JP00103|HR Manager|HR Manager|Regular|LOC00003
POS00258|CC00021|2026-02-05|Reorganization|Contractor|Seasonal|JP00054|HR Manager|HR Manager|Temporary|LOC00016
POS00259|CC00063|2026-02-05|Reorganization|Intern|Seasonal|JP00077|Software Engineer|Software Engineer|Temporary|LOC00046
POS00260|CC00013|2026-02-05|Expansion|Intern|Temporary|JP00171|HR Manager|HR Manager|Contract|LOC00058
POS00261|CC00061|2026-02-05|Expansion|Intern|Contract|JP00100|System Administrator|System Administrator|Regular|LOC00097
POS00262|CC00048|2026-02-05|Reclass|Employee|Contract|JP00109|Data Analyst|Data Analyst|Contract|LOC00012
POS00263|CC00066|2026-02-05|Expansion|Contractor|Temporary|JP00011|Software Engineer|Software Engineer|Temporary|LOC00064
POS00264|CC00081|2026-02-05|Reclass|Employee|Seasonal|JP00135|Accountant|Accountant|Contract|LOC00056
POS00265|CC00062|2026-02-05|Expansion|Employee|Temporary|JP00021|Product Manager|Product Manager|Seasonal|LOC00032
POS00266|CC00055|2026-02-05|Expansion|Intern|Regular|JP00134|Operations Manager|Operations Manager|Regular|LOC00006
POS00267|CC00014|2026-02-05|Reclass|Contractor|Contract|JP00132|Business Analyst|Business Analyst|Regular|LOC00060
POS00268|CC00093|2026-02-05|Reclass|Contractor|Seasonal|JP00170|Data Analyst|Data Analyst|Seasonal|LOC00075
POS00269|CC00099|2026-02-05|Reclass|Employee|Regular|JP00021|Product Manager|Product Manager|Contract|LOC00023
POS00270|CC00051|2026-02-05|New Position|Employee|Contract|JP00047|HR Manager|HR Manager|Seasonal|LOC00041
POS00271|CC00093|2026-02-05|Reorganization|Intern|Contract|JP00151|Data Analyst|Data Analyst|Seasonal|LOC00044
POS00272|CC00028|2026-02-05|Replacement|Employee|Seasonal|JP00048|Project Manager|Project Manager|Regular|LOC00056
POS00273|CC00003|2026-02-05|New Position|Contractor|Regular|JP00137|Network Engineer|Network Engineer|Regular|LOC00022
POS00274|CC00062|2026-02-05|Reorganization|Intern|Contract|JP00168|Operations Manager|Operations Manager|Contract|LOC00039
POS00275|CC00079|2026-02-05|Expansion|Intern|Contract|JP00159|Network Engineer|Network Engineer|Seasonal|LOC00012
POS00276|CC00018|2026-02-05|New Position|Employee|Regular|JP00033|Business Analyst|Business Analyst|Regular|LOC00090
POS00277|CC00004|2026-02-05|Replacement|Contractor|Temporary|JP00049|Marketing Manager|Marketing Manager|Temporary|LOC00056
POS00278|CC00069|2026-02-05|Replacement|Employee|Seasonal|JP00161|Data Analyst|Data Analyst|Contract|LOC00019
POS00279|CC00055|2026-02-05|New Position|Employee|Temporary|JP00122|Sales Executive|Sales Executive|Temporary|LOC00095
POS00280|CC00057|2026-02-05|Reorganization|Contractor|Regular|JP00180|Business Analyst|Business Analyst|Contract|LOC00075
POS00281|CC00026|2026-02-05|Expansion|Intern|Contract|JP00063|Security Analyst|Security Analyst|Regular|LOC00043
POS00282|CC00014|2026-02-05|Reorganization|Contractor|Contract|JP00003|Accountant|Accountant|Seasonal|LOC00005
POS00283|CC00052|2026-02-05|Reorganization|Intern|Contract|JP00125|Data Analyst|Data Analyst|Temporary|LOC00092
POS00284|CC00068|2026-02-05|New Position|Contractor|Seasonal|JP00016|Sales Executive|Sales Executive|Regular|LOC00035
POS00285|CC00054|2026-02-05|Reorganization|Employee|Contract|JP00166|Operations Manager|Operations Manager|Seasonal|LOC00058
POS00286|CC00056|2026-02-05|New Position|Employee|Seasonal|JP00179|Operations Manager|Operations Manager|Temporary|LOC00061
POS00287|CC00057|2026-02-05|Replacement|Intern|Temporary|JP00089|Security Analyst|Security Analyst|Seasonal|LOC00078
POS00288|CC00085|2026-02-05|Reorganization|Employee|Seasonal|JP00184|Accountant|Accountant|Contract|LOC00054
POS00289|CC00084|2026-02-05|Expansion|Contractor|Temporary|JP00173|Finance Manager|Finance Manager|Temporary|LOC00037
POS00290|CC00096|2026-02-05|New Position|Intern|Contract|JP00177|Product Manager|Product Manager|Temporary|LOC00023
POS00291|CC00021|2026-02-05|Reclass|Contractor|Regular|JP00052|Network Engineer|Network Engineer|Contract|LOC00064
POS00292|CC00031|2026-02-05|Replacement|Intern|Regular|JP00078|Project Manager|Project Manager|Regular|LOC00046
POS00293|CC00046|2026-02-05|Replacement|Employee|Regular|JP00067|Accountant|Accountant|Regular|LOC00044
POS00294|CC00015|2026-02-05|Reclass|Employee|Regular|JP00111|Software Engineer|Software Engineer|Temporary|LOC00063
POS00295|CC00044|2026-02-05|Expansion|Employee|Seasonal|JP00067|Accountant|Accountant|Temporary|LOC00089
POS00296|CC00078|2026-02-05|New Position|Intern|Regular|JP00132|Business Analyst|Business Analyst|Contract|LOC00059
POS00297|CC00015|2026-02-05|New Position|Intern|Regular|JP00194|Project Manager|Project Manager|Regular|LOC00065
POS00298|CC00022|2026-02-05|New Position|Employee|Seasonal|JP00027|Data Analyst|Data Analyst|Temporary|LOC00094
POS00299|CC00091|2026-02-05|Reorganization|Intern|Contract|JP00075|Data Analyst|Data Analyst|Regular|LOC00020
POS00300|CC00047|2026-02-05|Expansion|Employee|Regular|JP00166|Operations Manager|Operations Manager|Temporary|LOC00057
POS00301|CC00099|2026-02-05|New Position|Employee|Contract|JP00107|Project Manager|Project Manager|Seasonal|LOC00037
POS00302|CC00022|2026-02-05|New Position|Contractor|Seasonal|JP00130|Network Engineer|Network Engineer|Contract|LOC00047
POS00303|CC00086|2026-02-05|Replacement|Employee|Contract|JP00162|System Administrator|System Administrator|Temporary|LOC00018
POS00304|CC00053|2026-02-05|Reorganization|Contractor|Seasonal|JP00110|Operations Manager|Operations Manager|Regular|LOC00057
POS00305|CC00099|2026-02-05|New Position|Intern|Regular|JP00038|Marketing Manager|Marketing Manager|Regular|LOC00044
POS00306|CC00052|2026-02-05|Replacement|Contractor|Regular|JP00081|Software Engineer|Software Engineer|Contract|LOC00098
POS00307|CC00085|2026-02-05|Replacement|Intern|Regular|JP00010|Marketing Manager|Marketing Manager|Seasonal|LOC00054
POS00308|CC00088|2026-02-05|Reclass|Contractor|Seasonal|JP00103|HR Manager|HR Manager|Seasonal|LOC00002
POS00309|CC00068|2026-02-05|Reclass|Employee|Contract|JP00072|Business Analyst|Business Analyst|Contract|LOC00083
POS00310|CC00070|2026-02-05|Reclass|Intern|Contract|JP00053|HR Manager|HR Manager|Seasonal|LOC00084
POS00311|CC00100|2026-02-05|Replacement|Contractor|Regular|JP00104|Operations Manager|Operations Manager|Regular|LOC00069
POS00312|CC00050|2026-02-05|Replacement|Intern|Seasonal|JP00086|Operations Manager|Operations Manager|Temporary|LOC00012
POS00313|CC00071|2026-02-05|Expansion|Intern|Seasonal|JP00131|HR Manager|HR Manager|Temporary|LOC00003
POS00314|CC00070|2026-02-05|Reclass|Contractor|Temporary|JP00008|Finance Manager|Finance Manager|Seasonal|LOC00093
POS00315|CC00065|2026-02-05|New Position|Intern|Regular|JP00109|Data Analyst|Data Analyst|Seasonal|LOC00034
POS00316|CC00065|2026-02-05|Expansion|Employee|Regular|JP00161|Data Analyst|Data Analyst|Regular|LOC00058
POS00317|CC00074|2026-02-05|New Position|Contractor|Seasonal|JP00077|Software Engineer|Software Engineer|Temporary|LOC00096
POS00318|CC00073|2026-02-05|Reclass|Intern|Temporary|JP00149|Sales Executive|Sales Executive|Seasonal|LOC00039
POS00319|CC00086|2026-02-05|Reclass|Intern|Temporary|JP00073|Network Engineer|Network Engineer|Contract|LOC00067
POS00320|CC00032|2026-02-05|New Position|Contractor|Temporary|JP00189|Sales Executive|Sales Executive|Seasonal|LOC00059
POS00321|CC00019|2026-02-05|Reorganization|Contractor|Regular|JP00026|Data Analyst|Data Analyst|Regular|LOC00008
POS00322|CC00017|2026-02-05|Reorganization|Employee|Contract|JP00109|Data Analyst|Data Analyst|Regular|LOC00048
POS00323|CC00068|2026-02-05|Reorganization|Intern|Contract|JP00174|Data Analyst|Data Analyst|Seasonal|LOC00075
POS00324|CC00082|2026-02-05|Reorganization|Contractor|Contract|JP00128|Accountant|Accountant|Contract|LOC00021
POS00325|CC00065|2026-02-05|Replacement|Contractor|Contract|JP00037|Operations Manager|Operations Manager|Temporary|LOC00091
POS00326|CC00068|2026-02-05|New Position|Intern|Temporary|JP00132|Business Analyst|Business Analyst|Contract|LOC00061
POS00327|CC00096|2026-02-05|Replacement|Intern|Seasonal|JP00009|Project Manager|Project Manager|Regular|LOC00078
POS00328|CC00015|2026-02-05|New Position|Contractor|Seasonal|JP00105|Data Analyst|Data Analyst|Regular|LOC00067
POS00329|CC00016|2026-02-05|Expansion|Contractor|Seasonal|JP00040|System Administrator|System Administrator|Seasonal|LOC00038
POS00330|CC00004|2026-02-05|Replacement|Employee|Contract|JP00125|Data Analyst|Data Analyst|Regular|LOC00040
POS00331|CC00028|2026-02-05|Replacement|Intern|Contract|JP00073|Network Engineer|Network Engineer|Regular|LOC00016
POS00332|CC00045|2026-02-05|New Position|Employee|Contract|JP00141|Finance Manager|Finance Manager|Contract|LOC00074
POS00333|CC00073|2026-02-05|Reorganization|Contractor|Contract|JP00080|Product Manager|Product Manager|Contract|LOC00093
POS00334|CC00017|2026-02-05|Replacement|Intern|Contract|JP00156|Sales Executive|Sales Executive|Contract|LOC00086
POS00335|CC00020|2026-02-05|Expansion|Employee|Contract|JP00115|Network Engineer|Network Engineer|Contract|LOC00030
POS00336|CC00044|2026-02-05|Reclass|Employee|Contract|JP00102|Project Manager|Project Manager|Seasonal|LOC00083
POS00337|CC00022|2026-02-05|New Position|Intern|Seasonal|JP00023|Data Analyst|Data Analyst|Regular|LOC00083
POS00338|CC00011|2026-02-05|Replacement|Intern|Regular|JP00144|Security Analyst|Security Analyst|Temporary|LOC00097
POS00339|CC00065|2026-02-05|New Position|Employee|Temporary|JP00122|Sales Executive|Sales Executive|Regular|LOC00036
POS00340|CC00032|2026-02-05|Reclass|Contractor|Regular|JP00053|HR Manager|HR Manager|Seasonal|LOC00052
POS00341|CC00006|2026-02-05|Reorganization|Employee|Seasonal|JP00151|Data Analyst|Data Analyst|Contract|LOC00024
POS00342|CC00004|2026-02-05|Reclass|Contractor|Contract|JP00107|Project Manager|Project Manager|Seasonal|LOC00012
POS00343|CC00013|2026-02-05|Reclass|Employee|Seasonal|JP00030|Security Analyst|Security Analyst|Temporary|LOC00024
POS00344|CC00099|2026-02-05|New Position|Employee|Seasonal|JP00066|Software Engineer|Software Engineer|Contract|LOC00087
POS00345|CC00008|2026-02-05|Reclass|Contractor|Temporary|JP00044|Network Engineer|Network Engineer|Regular|LOC00092
POS00346|CC00039|2026-02-05|Reorganization|Employee|Seasonal|JP00015|Marketing Manager|Marketing Manager|Temporary|LOC00053
POS00347|CC00034|2026-02-05|Reorganization|Employee|Regular|JP00083|Project Manager|Project Manager|Temporary|LOC00031
POS00348|CC00077|2026-02-05|Reclass|Employee|Contract|JP00193|Security Analyst|Security Analyst|Contract|LOC00015
POS00349|CC00008|2026-02-05|Expansion|Contractor|Contract|JP00069|System Administrator|System Administrator|Regular|LOC00062
POS00350|CC00053|2026-02-05|Replacement|Employee|Seasonal|JP00008|Finance Manager|Finance Manager|Regular|LOC00032
POS00351|CC00072|2026-02-05|Replacement|Contractor|Contract|JP00196|Accountant|Accountant|Contract|LOC00011
POS00352|CC00065|2026-02-05|Replacement|Employee|Seasonal|JP00163|Network Engineer|Network Engineer|Temporary|LOC00032
POS00353|CC00055|2026-02-05|Reclass|Contractor|Regular|JP00138|Quality Assurance|Quality Assurance|Regular|LOC00060
POS00354|CC00038|2026-02-05|Replacement|Employee|Regular|JP00159|Network Engineer|Network Engineer|Contract|LOC00035
POS00355|CC00033|2026-02-05|Reorganization|Contractor|Temporary|JP00154|Marketing Manager|Marketing Manager|Seasonal|LOC00006
POS00356|CC00095|2026-02-05|Reclass|Intern|Regular|JP00042|Accountant|Accountant|Seasonal|LOC00012
POS00357|CC00090|2026-02-05|New Position|Employee|Seasonal|JP00102|Project Manager|Project Manager|Contract|LOC00027
POS00358|CC00065|2026-02-05|Expansion|Intern|Seasonal|JP00157|Security Analyst|Security Analyst|Seasonal|LOC00097
POS00359|CC00058|2026-02-05|Expansion|Employee|Seasonal|JP00182|Product Manager|Product Manager|Seasonal|LOC00027
POS00360|CC00077|2026-02-05|Expansion|Employee|Temporary|JP00118|Project Manager|Project Manager|Regular|LOC00078
POS00361|CC00001|2026-02-05|New Position|Intern|Temporary|JP00122|Sales Executive|Sales Executive|Contract|LOC00072
POS00362|CC00091|2026-02-05|Reorganization|Contractor|Regular|JP00179|Operations Manager|Operations Manager|Regular|LOC00069
POS00363|CC00086|2026-02-05|Reorganization|Intern|Regular|JP00008|Finance Manager|Finance Manager|Seasonal|LOC00049
POS00364|CC00046|2026-02-05|Reorganization|Employee|Regular|JP00154|Marketing Manager|Marketing Manager|Regular|LOC00060
POS00365|CC00025|2026-02-05|Reorganization|Employee|Temporary|JP00095|Marketing Manager|Marketing Manager|Regular|LOC00098
POS00366|CC00088|2026-02-05|Expansion|Employee|Regular|JP00072|Business Analyst|Business Analyst|Seasonal|LOC00092
POS00367|CC00030|2026-02-05|Reorganization|Contractor|Regular|JP00057|System Administrator|System Administrator|Seasonal|LOC00064
POS00368|CC00091|2026-02-05|Reclass|Employee|Regular|JP00181|Accountant|Accountant|Temporary|LOC00082
POS00369|CC00015|2026-02-05|Expansion|Intern|Contract|JP00102|Project Manager|Project Manager|Temporary|LOC00071
POS00370|CC00085|2026-02-05|Reclass|Intern|Temporary|JP00050|System Administrator|System Administrator|Regular|LOC00076
POS00371|CC00096|2026-02-05|New Position|Employee|Seasonal|JP00033|Business Analyst|Business Analyst|Temporary|LOC00067
POS00372|CC00036|2026-02-05|Replacement|Intern|Regular|JP00187|HR Manager|HR Manager|Seasonal|LOC00088
POS00373|CC00059|2026-02-05|New Position|Contractor|Regular|JP00144|Security Analyst|Security Analyst|Seasonal|LOC00056
POS00374|CC00036|2026-02-05|New Position|Intern|Contract|JP00105|Data Analyst|Data Analyst|Contract|LOC00047
POS00375|CC00098|2026-02-05|New Position|Intern|Temporary|JP00133|Quality Assurance|Quality Assurance|Regular|LOC00036
POS00376|CC00069|2026-02-05|Reorganization|Contractor|Regular|JP00108|Network Engineer|Network Engineer|Contract|LOC00025
POS00377|CC00011|2026-02-05|Reclass|Employee|Temporary|JP00086|Operations Manager|Operations Manager|Contract|LOC00010
POS00378|CC00026|2026-02-05|Replacement|Contractor|Seasonal|JP00064|System Administrator|System Administrator|Regular|LOC00081
POS00379|CC00013|2026-02-05|New Position|Contractor|Contract|JP00161|Data Analyst|Data Analyst|Regular|LOC00076
POS00380|CC00043|2026-02-05|Expansion|Employee|Regular|JP00161|Data Analyst|Data Analyst|Contract|LOC00031
POS00381|CC00007|2026-02-05|Expansion|Intern|Temporary|JP00088|Finance Manager|Finance Manager|Regular|LOC00100
POS00382|CC00080|2026-02-05|Reorganization|Employee|Contract|JP00154|Marketing Manager|Marketing Manager|Regular|LOC00011
POS00383|CC00005|2026-02-05|Reorganization|Contractor|Regular|JP00016|Sales Executive|Sales Executive|Temporary|LOC00008
POS00384|CC00008|2026-02-05|Expansion|Intern|Contract|JP00114|Finance Manager|Finance Manager|Regular|LOC00014
POS00385|CC00008|2026-02-05|Reclass|Employee|Seasonal|JP00174|Data Analyst|Data Analyst|Contract|LOC00052
POS00386|CC00080|2026-02-05|Reorganization|Employee|Regular|JP00025|Security Analyst|Security Analyst|Contract|LOC00050
POS00387|CC00055|2026-02-05|Reclass|Intern|Regular|JP00119|Sales Executive|Sales Executive|Seasonal|LOC00084
POS00388|CC00004|2026-02-05|Reorganization|Intern|Seasonal|JP00173|Finance Manager|Finance Manager|Temporary|LOC00014
POS00389|CC00002|2026-02-05|Reclass|Intern|Regular|JP00027|Data Analyst|Data Analyst|Temporary|LOC00074
POS00390|CC00082|2026-02-05|Reclass|Contractor|Seasonal|JP00033|Business Analyst|Business Analyst|Contract|LOC00062
POS00391|CC00080|2026-02-05|Reorganization|Employee|Temporary|JP00186|Marketing Manager|Marketing Manager|Temporary|LOC00006
POS00392|CC00017|2026-02-05|Expansion|Intern|Contract|JP00016|Sales Executive|Sales Executive|Seasonal|LOC00040
POS00393|CC00070|2026-02-05|Replacement|Employee|Contract|JP00150|Marketing Manager|Marketing Manager|Seasonal|LOC00078
POS00394|CC00038|2026-02-05|Expansion|Employee|Temporary|JP00088|Finance Manager|Finance Manager|Regular|LOC00031
POS00395|CC00072|2026-02-05|New Position|Contractor|Seasonal|JP00130|Network Engineer|Network Engineer|Temporary|LOC00026
POS00396|CC00026|2026-02-05|New Position|Contractor|Temporary|JP00164|Operations Manager|Operations Manager|Contract|LOC00089
POS00397|CC00060|2026-02-05|Reclass|Intern|Seasonal|JP00178|Operations Manager|Operations Manager|Seasonal|LOC00079
POS00398|CC00054|2026-02-05|Expansion|Employee|Regular|JP00077|Software Engineer|Software Engineer|Contract|LOC00006
POS00399|CC00029|2026-02-05|New Position|Intern|Temporary|JP00127|Quality Assurance|Quality Assurance|Temporary|LOC00060
POS00400|CC00028|2026-02-05|Replacement|Contractor|Seasonal|JP00160|Product Manager|Product Manager|Contract|LOC00027
POS00401|CC00024|2026-02-05|New Position|Contractor|Regular|JP00103|HR Manager|HR Manager|Regular|LOC00046
POS00402|CC00072|2026-02-05|New Position|Employee|Seasonal|JP00008|Finance Manager|Finance Manager|Contract|LOC00025
POS00403|CC00075|2026-02-05|Expansion|Employee|Regular|JP00162|System Administrator|System Administrator|Temporary|LOC00026
POS00404|CC00023|2026-02-05|Replacement|Contractor|Temporary|JP00073|Network Engineer|Network Engineer|Seasonal|LOC00071
POS00405|CC00023|2026-02-05|Replacement|Employee|Temporary|JP00063|Security Analyst|Security Analyst|Seasonal|LOC00013
POS00406|CC00087|2026-02-05|Replacement|Contractor|Regular|JP00006|Quality Assurance|Quality Assurance|Seasonal|LOC00027
POS00407|CC00059|2026-02-05|Replacement|Contractor|Seasonal|JP00079|Security Analyst|Security Analyst|Temporary|LOC00068
POS00408|CC00056|2026-02-05|New Position|Employee|Temporary|JP00160|Product Manager|Product Manager|Temporary|LOC00025
POS00409|CC00069|2026-02-05|Reorganization|Intern|Seasonal|JP00050|System Administrator|System Administrator|Seasonal|LOC00077
POS00410|CC00082|2026-02-05|Replacement|Employee|Temporary|JP00110|Operations Manager|Operations Manager|Seasonal|LOC00020
POS00411|CC00032|2026-02-05|New Position|Intern|Seasonal|JP00084|Project Manager|Project Manager|Temporary|LOC00066
POS00412|CC00063|2026-02-05|Replacement|Intern|Regular|JP00150|Marketing Manager|Marketing Manager|Contract|LOC00085
POS00413|CC00009|2026-02-05|Replacement|Intern|Contract|JP00158|System Administrator|System Administrator|Seasonal|LOC00064
POS00414|CC00060|2026-02-05|Replacement|Contractor|Seasonal|JP00133|Quality Assurance|Quality Assurance|Contract|LOC00092
POS00415|CC00061|2026-02-05|Expansion|Intern|Contract|JP00127|Quality Assurance|Quality Assurance|Regular|LOC00027
POS00416|CC00026|2026-02-05|Reorganization|Employee|Contract|JP00057|System Administrator|System Administrator|Temporary|LOC00040
POS00417|CC00049|2026-02-05|Reclass|Employee|Seasonal|JP00109|Data Analyst|Data Analyst|Seasonal|LOC00071
POS00418|CC00018|2026-02-05|New Position|Contractor|Contract|JP00022|Sales Executive|Sales Executive|Seasonal|LOC00030
POS00419|CC00006|2026-02-05|Reorganization|Intern|Seasonal|JP00150|Marketing Manager|Marketing Manager|Contract|LOC00058
POS00420|CC00056|2026-02-05|Reorganization|Contractor|Contract|JP00120|Network Engineer|Network Engineer|Seasonal|LOC00035
POS00421|CC00004|2026-02-05|Replacement|Contractor|Temporary|JP00098|Sales Executive|Sales Executive|Seasonal|LOC00083
POS00422|CC00046|2026-02-05|New Position|Contractor|Regular|JP00020|Product Manager|Product Manager|Seasonal|LOC00030
POS00423|CC00016|2026-02-05|New Position|Contractor|Regular|JP00026|Data Analyst|Data Analyst|Temporary|LOC00043
POS00424|CC00087|2026-02-05|Expansion|Contractor|Seasonal|JP00051|Operations Manager|Operations Manager|Seasonal|LOC00025
POS00425|CC00078|2026-02-05|Replacement|Intern|Seasonal|JP00181|Accountant|Accountant|Regular|LOC00099
POS00426|CC00037|2026-02-05|Expansion|Contractor|Contract|JP00077|Software Engineer|Software Engineer|Regular|LOC00061
POS00427|CC00066|2026-02-05|Replacement|Contractor|Temporary|JP00168|Operations Manager|Operations Manager|Temporary|LOC00093
POS00428|CC00027|2026-02-05|Reorganization|Employee|Contract|JP00192|Data Analyst|Data Analyst|Contract|LOC00044
POS00429|CC00041|2026-02-05|Replacement|Contractor|Contract|JP00022|Sales Executive|Sales Executive|Temporary|LOC00057
POS00430|CC00072|2026-02-05|New Position|Contractor|Temporary|JP00116|Operations Manager|Operations Manager|Temporary|LOC00040
POS00431|CC00002|2026-02-05|Reorganization|Intern|Seasonal|JP00189|Sales Executive|Sales Executive|Seasonal|LOC00029
POS00432|CC00055|2026-02-05|Reorganization|Intern|Seasonal|JP00108|Network Engineer|Network Engineer|Seasonal|LOC00076
POS00433|CC00073|2026-02-05|New Position|Employee|Temporary|JP00006|Quality Assurance|Quality Assurance|Seasonal|LOC00073
POS00434|CC00078|2026-02-05|Reclass|Intern|Contract|JP00162|System Administrator|System Administrator|Contract|LOC00027
POS00435|CC00009|2026-02-05|Reclass|Contractor|Temporary|JP00101|Network Engineer|Network Engineer|Contract|LOC00014
POS00436|CC00073|2026-02-05|Reorganization|Intern|Seasonal|JP00085|Accountant|Accountant|Regular|LOC00022
POS00437|CC00087|2026-02-05|Reclass|Employee|Regular|JP00027|Data Analyst|Data Analyst|Contract|LOC00004
POS00438|CC00026|2026-02-05|New Position|Contractor|Seasonal|JP00048|Project Manager|Project Manager|Temporary|LOC00030
POS00439|CC00085|2026-02-05|Reclass|Employee|Contract|JP00075|Data Analyst|Data Analyst|Regular|LOC00048
POS00440|CC00002|2026-02-05|Replacement|Contractor|Contract|JP00133|Quality Assurance|Quality Assurance|Contract|LOC00021
POS00441|CC00017|2026-02-05|Reclass|Contractor|Contract|JP00029|Accountant|Accountant|Regular|LOC00050
POS00442|CC00017|2026-02-05|Replacement|Contractor|Contract|JP00053|HR Manager|HR Manager|Contract|LOC00021
POS00443|CC00074|2026-02-05|Expansion|Intern|Temporary|JP00155|Software Engineer|Software Engineer|Contract|LOC00036
POS00444|CC00001|2026-02-05|Replacement|Contractor|Regular|JP00052|Network Engineer|Network Engineer|Contract|LOC00078
POS00445|CC00068|2026-02-05|Expansion|Intern|Contract|JP00064|System Administrator|System Administrator|Contract|LOC00060
POS00446|CC00006|2026-02-05|New Position|Contractor|Contract|JP00148|Finance Manager|Finance Manager|Seasonal|LOC00090
POS00447|CC00039|2026-02-05|Reorganization|Intern|Temporary|JP00183|Security Analyst|Security Analyst|Contract|LOC00032
POS00448|CC00080|2026-02-05|Reorganization|Contractor|Contract|JP00046|Business Analyst|Business Analyst|Temporary|LOC00090
POS00449|CC00013|2026-02-05|Reorganization|Intern|Regular|JP00146|Product Manager|Product Manager|Temporary|LOC00021
POS00450|CC00081|2026-02-05|Reclass|Contractor|Regular|JP00071|HR Manager|HR Manager|Temporary|LOC00064
POS00451|CC00098|2026-02-05|Reclass|Employee|Seasonal|JP00106|Software Engineer|Software Engineer|Regular|LOC00097
POS00452|CC00065|2026-02-05|Expansion|Contractor|Contract|JP00027|Data Analyst|Data Analyst|Temporary|LOC00033
POS00453|CC00065|2026-02-05|New Position|Contractor|Regular|JP00054|HR Manager|HR Manager|Regular|LOC00082
POS00454|CC00087|2026-02-05|Reorganization|Contractor|Seasonal|JP00178|Operations Manager|Operations Manager|Contract|LOC00025
POS00455|CC00005|2026-02-05|New Position|Contractor|Regular|JP00102|Project Manager|Project Manager|Temporary|LOC00042
POS00456|CC00096|2026-02-05|Reorganization|Contractor|Contract|JP00172|Quality Assurance|Quality Assurance|Regular|LOC00011
POS00457|CC00085|2026-02-05|Replacement|Intern|Contract|JP00141|Finance Manager|Finance Manager|Temporary|LOC00061
POS00458|CC00021|2026-02-05|Replacement|Employee|Regular|JP00072|Business Analyst|Business Analyst|Temporary|LOC00038
POS00459|CC00069|2026-02-05|Reorganization|Employee|Regular|JP00032|Accountant|Accountant|Regular|LOC00087
POS00460|CC00020|2026-02-05|Reorganization|Contractor|Temporary|JP00070|Software Engineer|Software Engineer|Temporary|LOC00092
POS00461|CC00087|2026-02-05|Reclass|Employee|Contract|JP00009|Project Manager|Project Manager|Regular|LOC00082
