Employee_ID|Transaction_WID|Transaction_Effective_Date|Transaction_Entry_Date|Transaction_Type|Organization_ID|Organization_Type|Sequence_Number|Worker_Workday_ID
EMP00075|TXNO889126834|2019-06-01|2019-06-08 00:00:00|Org Assignment|DPT00082|Supervisory Organization|1|WID00075O83
EMP00076|TXNO342972099|2021-09-09|2021-09-14 00:00:00|Org Assignment|CMP0008|Company|1|WID00076O67
EMP00076|TXNO638524362|2021-09-09|2021-09-16 00:00:00|Org Assignment|CC00028|Cost Center|1|WID00076O67
EMP00076|TXNO733319367|2021-09-09|2021-09-11 00:00:00|Org Assignment|DPT00010|Supervisory Organization|1|WID00076O83
EMP00077|TXNO876709377|2021-05-05|2021-05-09 00:00:00|Org Assignment|CMP0019|Company|1|WID00077O67
EMP00077|TXNO160149524|2021-05-05|2021-05-11 00:00:00|Org Assignment|CC00042|Cost Center|1|WID00077O67
EMP00077|TXNO410789103|2021-05-05|2021-05-12 00:00:00|Org Assignment|DPT00174|Supervisory Organization|1|WID00077O83
EMP00078|TXNO212477748|2022-11-03|2022-11-05 00:00:00|Org Assignment|CMP0020|Company|1|WID00078O67
EMP00078|TXNO892801126|2022-11-03|2022-11-04 00:00:00|Org Assignment|CC00068|Cost Center|1|WID00078O67
EMP00078|TXNO826421265|2022-11-03|2022-11-10 00:00:00|Org Assignment|DPT00012|Supervisory Organization|1|WID00078O83
EMP00079|TXNO530371536|2025-11-22|2025-11-26 00:00:00|Org Assignment|CMP0005|Company|1|WID00079O67
EMP00079|TXNO716789393|2025-11-22|2025-11-27 00:00:00|Org Assignment|CC00079|Cost Center|1|WID00079O67
EMP00079|TXNO381515817|2025-11-22|2025-11-24 00:00:00|Org Assignment|DPT00169|Supervisory Organization|1|WID00079O83
EMP00080|TXNO451889988|2021-01-12|2021-01-13 00:00:00|Org Assignment|CMP0014|Company|1|WID00080O67
EMP00080|TXNO869474937|2021-01-12|2021-01-19 00:00:00|Org Assignment|CC00032|Cost Center|1|WID00080O67
EMP00080|TXNO184686442|2021-01-12|2021-01-12 00:00:00|Org Assignment|DPT00122|Supervisory Organization|1|WID00080O83
EMP00081|TXNO579112219|2020-10-08|2020-10-13 00:00:00|Org Assignment|CMP0011|Company|1|WID00081O67
EMP00081|TXNO520321727|2020-10-08|2020-10-15 00:00:00|Org Assignment|CC00059|Cost Center|1|WID00081O67
EMP00081|TXNO615306721|2020-10-08|2020-10-13 00:00:00|Org Assignment|DPT00064|Supervisory Organization|1|WID00081O83
EMP00082|TXNO549504171|2024-03-29|2024-04-02 00:00:00|Org Assignment|CMP0015|Company|1|WID00082O67
EMP00082|TXNO379625801|2024-03-29|2024-03-29 00:00:00|Org Assignment|CC00089|Cost Center|1|WID00082O67
EMP00082|TXNO627158960|2024-03-29|2024-04-04 00:00:00|Org Assignment|DPT00032|Supervisory Organization|1|WID00082O83
EMP00083|TXNO627920274|2022-02-08|2022-02-08 00:00:00|Org Assignment|CMP0017|Company|1|WID00083O67
EMP00083|TXNO969832216|2022-02-08|2022-02-12 00:00:00|Org Assignment|CC00022|Cost Center|1|WID00083O67
EMP00083|TXNO718052445|2022-02-08|2022-02-11 00:00:00|Org Assignment|DPT00035|Supervisory Organization|1|WID00083O83
EMP00084|TXNO884300619|2025-04-24|2025-04-24 00:00:00|Org Assignment|CMP0001|Company|1|WID00084O67
EMP00084|TXNO340900287|2025-04-24|2025-04-25 00:00:00|Org Assignment|CC00039|Cost Center|1|WID00084O67
EMP00084|TXNO615198590|2025-04-24|2025-04-29 00:00:00|Org Assignment|DPT00031|Supervisory Organization|1|WID00084O83
EMP00085|TXNO948264611|2018-08-30|2018-09-02 00:00:00|Org Assignment|CMP0001|Company|1|WID00085O67
EMP00085|TXNO308434145|2018-08-30|2018-09-02 00:00:00|Org Assignment|CC00008|Cost Center|1|WID00085O67
EMP00085|TXNO110486458|2018-08-30|2018-09-04 00:00:00|Org Assignment|DPT00049|Supervisory Organization|1|WID00085O83
EMP00086|TXNO213205566|2017-12-30|2018-01-06 00:00:00|Org Assignment|CMP0008|Company|1|WID00086O67
EMP00086|TXNO217394687|2017-12-30|2018-01-04 00:00:00|Org Assignment|CC00020|Cost Center|1|WID00086O67
EMP00086|TXNO130964960|2017-12-30|2018-01-03 00:00:00|Org Assignment|DPT00199|Supervisory Organization|1|WID00086O83
EMP00087|TXNO652826669|2021-08-07|2021-08-08 00:00:00|Org Assignment|CMP0018|Company|1|WID00087O67
EMP00087|TXNO681018670|2021-08-07|2021-08-12 00:00:00|Org Assignment|CC00064|Cost Center|1|WID00087O67
EMP00087|TXNO707837698|2021-08-07|2021-08-10 00:00:00|Org Assignment|DPT00119|Supervisory Organization|1|WID00087O83
EMP00088|TXNO290497390|2020-09-22|2020-09-24 00:00:00|Org Assignment|CMP0019|Company|1|WID00088O67
EMP00088|TXNO616444434|2020-09-22|2020-09-22 00:00:00|Org Assignment|CC00068|Cost Center|1|WID00088O67
EMP00088|TXNO253813746|2020-09-22|2020-09-25 00:00:00|Org Assignment|DPT00134|Supervisory Organization|1|WID00088O83
EMP00089|TXNO852213598|2018-01-26|2018-02-01 00:00:00|Org Assignment|CMP0019|Company|1|WID00089O67
EMP00089|TXNO720572879|2018-01-26|2018-01-26 00:00:00|Org Assignment|CC00013|Cost Center|1|WID00089O67
EMP00089|TXNO133531248|2018-01-26|2018-02-01 00:00:00|Org Assignment|DPT00071|Supervisory Organization|1|WID00089O83
EMP00090|TXNO703221770|2024-07-25|2024-07-28 00:00:00|Org Assignment|CMP0014|Company|1|WID00090O67
EMP00090|TXNO925041398|2024-07-25|2024-07-26 00:00:00|Org Assignment|CC00029|Cost Center|1|WID00090O67
EMP00090|TXNO721481932|2024-07-25|2024-07-29 00:00:00|Org Assignment|DPT00018|Supervisory Organization|1|WID00090O83
EMP00091|TXNO615048167|2022-02-11|2022-02-18 00:00:00|Org Assignment|CMP0002|Company|1|WID00091O67
EMP00091|TXNO850028447|2022-02-11|2022-02-17 00:00:00|Org Assignment|CC00079|Cost Center|1|WID00091O67
EMP00091|TXNO979683599|2022-02-11|2022-02-15 00:00:00|Org Assignment|DPT00066|Supervisory Organization|1|WID00091O83
EMP00092|TXNO729862158|2025-07-06|2025-07-07 00:00:00|Org Assignment|CMP0003|Company|1|WID00092O67
EMP00092|TXNO187892499|2025-07-06|2025-07-07 00:00:00|Org Assignment|CC00006|Cost Center|1|WID00092O67
EMP00092|TXNO818227733|2025-07-06|2025-07-13 00:00:00|Org Assignment|DPT00043|Supervisory Organization|1|WID00092O83
EMP00093|TXNO288212169|2024-12-07|2024-12-12 00:00:00|Org Assignment|CMP0011|Company|1|WID00093O67
EMP00093|TXNO345409018|2024-12-07|2024-12-08 00:00:00|Org Assignment|CC00002|Cost Center|1|WID00093O67
EMP00093|TXNO901970541|2024-12-07|2024-12-14 00:00:00|Org Assignment|DPT00012|Supervisory Organization|1|WID00093O83
EMP00094|TXNO640265369|2022-05-22|2022-05-24 00:00:00|Org Assignment|CMP0010|Company|1|WID00094O67
EMP00094|TXNO117716954|2022-05-22|2022-05-24 00:00:00|Org Assignment|CC00017|Cost Center|1|WID00094O67
EMP00094|TXNO610450803|2022-05-22|2022-05-29 00:00:00|Org Assignment|DPT00047|Supervisory Organization|1|WID00094O83
EMP00095|TXNO992706981|2016-02-21|2016-02-23 00:00:00|Org Assignment|CMP0012|Company|1|WID00095O67
EMP00095|TXNO469197561|2016-02-21|2016-02-28 00:00:00|Org Assignment|CC00022|Cost Center|1|WID00095O67
EMP00095|TXNO883501599|2016-02-21|2016-02-23 00:00:00|Org Assignment|DPT00171|Supervisory Organization|1|WID00095O83
EMP00096|TXNO229453293|2025-04-18|2025-04-21 00:00:00|Org Assignment|CMP0009|Company|1|WID00096O67
EMP00096|TXNO881938510|2025-04-18|2025-04-24 00:00:00|Org Assignment|CC00050|Cost Center|1|WID00096O67
EMP00096|TXNO351103137|2025-04-18|2025-04-20 00:00:00|Org Assignment|DPT00139|Supervisory Organization|1|WID00096O83
EMP00097|TXNO571508689|2025-08-06|2025-08-13 00:00:00|Org Assignment|CMP0012|Company|1|WID00097O67
EMP00097|TXNO573251936|2025-08-06|2025-08-07 00:00:00|Org Assignment|CC00060|Cost Center|1|WID00097O67
EMP00097|TXNO646457853|2025-08-06|2025-08-10 00:00:00|Org Assignment|DPT00180|Supervisory Organization|1|WID00097O83
EMP00098|TXNO478535000|2017-06-16|2017-06-20 00:00:00|Org Assignment|CMP0007|Company|1|WID00098O67
EMP00098|TXNO884657180|2017-06-16|2017-06-23 00:00:00|Org Assignment|CC00043|Cost Center|1|WID00098O67
EMP00098|TXNO915565439|2017-06-16|2017-06-16 00:00:00|Org Assignment|DPT00193|Supervisory Organization|1|WID00098O83
EMP00099|TXNO950826049|2022-06-01|2022-06-04 00:00:00|Org Assignment|CMP0018|Company|1|WID00099O67
EMP00099|TXNO794426011|2022-06-01|2022-06-07 00:00:00|Org Assignment|CC00069|Cost Center|1|WID00099O67
EMP00099|TXNO739373020|2022-06-01|2022-06-08 00:00:00|Org Assignment|DPT00130|Supervisory Organization|1|WID00099O83
EMP00100|TXNO846288377|2024-07-10|2024-07-16 00:00:00|Org Assignment|CMP0010|Company|1|WID00100O67
EMP00100|TXNO759544213|2024-07-10|2024-07-11 00:00:00|Org Assignment|CC00017|Cost Center|1|WID00100O67
EMP00100|TXNO615704803|2024-07-10|2024-07-13 00:00:00|Org Assignment|DPT00193|Supervisory Organization|1|WID00100O83
EMP00101|TXNO120876024|2023-10-28|2023-10-31 00:00:00|Org Assignment|CMP0011|Company|1|WID00101O67
EMP00101|TXNO741060218|2023-10-28|2023-10-29 00:00:00|Org Assignment|CC00001|Cost Center|1|WID00101O67
EMP00101|TXNO113795792|2023-10-28|2023-10-28 00:00:00|Org Assignment|DPT00006|Supervisory Organization|1|WID00101O83
EMP00102|TXNO854744796|2023-06-28|2023-07-01 00:00:00|Org Assignment|CMP0016|Company|1|WID00102O67
EMP00102|TXNO225534310|2023-06-28|2023-06-30 00:00:00|Org Assignment|CC00067|Cost Center|1|WID00102O67
EMP00102|TXNO318356781|2023-06-28|2023-07-02 00:00:00|Org Assignment|DPT00123|Supervisory Organization|1|WID00102O83
EMP00103|TXNO679814363|2016-11-21|2016-11-21 00:00:00|Org Assignment|CMP0016|Company|1|WID00103O67
EMP00103|TXNO296948441|2016-11-21|2016-11-26 00:00:00|Org Assignment|CC00024|Cost Center|1|WID00103O67
EMP00103|TXNO653199382|2016-11-21|2016-11-24 00:00:00|Org Assignment|DPT00023|Supervisory Organization|1|WID00103O83
EMP00104|TXNO823760675|2019-06-28|2019-06-30 00:00:00|Org Assignment|CMP0005|Company|1|WID00104O67
EMP00104|TXNO377234825|2019-06-28|2019-07-02 00:00:00|Org Assignment|CC00084|Cost Center|1|WID00104O67
EMP00104|TXNO384638644|2019-06-28|2019-07-03 00:00:00|Org Assignment|DPT00169|Supervisory Organization|1|WID00104O83
EMP00105|TXNO404505520|2025-08-23|2025-08-30 00:00:00|Org Assignment|CMP0010|Company|1|WID00105O67
EMP00105|TXNO576406699|2025-08-23|2025-08-30 00:00:00|Org Assignment|CC00067|Cost Center|1|WID00105O67
EMP00105|TXNO998089249|2025-08-23|2025-08-27 00:00:00|Org Assignment|DPT00045|Supervisory Organization|1|WID00105O83
EMP00106|TXNO570273773|2017-05-02|2017-05-03 00:00:00|Org Assignment|CMP0015|Company|1|WID00106O67
EMP00106|TXNO125478806|2017-05-02|2017-05-08 00:00:00|Org Assignment|CC00053|Cost Center|1|WID00106O67
EMP00106|TXNO582492123|2017-05-02|2017-05-06 00:00:00|Org Assignment|DPT00146|Supervisory Organization|1|WID00106O83
EMP00107|TXNO106164683|2022-03-13|2022-03-14 00:00:00|Org Assignment|CMP0013|Company|1|WID00107O67
EMP00107|TXNO560712012|2022-03-13|2022-03-15 00:00:00|Org Assignment|CC00078|Cost Center|1|WID00107O67
EMP00107|TXNO503550348|2022-03-13|2022-03-15 00:00:00|Org Assignment|DPT00022|Supervisory Organization|1|WID00107O83
EMP00108|TXNO873669997|2023-11-20|2023-11-23 00:00:00|Org Assignment|CMP0020|Company|1|WID00108O67
EMP00108|TXNO684765478|2023-11-20|2023-11-27 00:00:00|Org Assignment|CC00064|Cost Center|1|WID00108O67
EMP00108|TXNO744361206|2023-11-20|2023-11-22 00:00:00|Org Assignment|DPT00018|Supervisory Organization|1|WID00108O83
EMP00109|TXNO182358363|2020-05-26|2020-05-27 00:00:00|Org Assignment|CMP0006|Company|1|WID00109O67
EMP00109|TXNO535771587|2020-05-26|2020-05-31 00:00:00|Org Assignment|CC00028|Cost Center|1|WID00109O67
EMP00109|TXNO867367483|2020-05-26|2020-05-27 00:00:00|Org Assignment|DPT00143|Supervisory Organization|1|WID00109O83
EMP00110|TXNO613523587|2016-06-12|2016-06-12 00:00:00|Org Assignment|CMP0003|Company|1|WID00110O67
EMP00110|TXNO517442424|2016-06-12|2016-06-14 00:00:00|Org Assignment|CC00022|Cost Center|1|WID00110O67
EMP00110|TXNO911687031|2016-06-12|2016-06-13 00:00:00|Org Assignment|DPT00189|Supervisory Organization|1|WID00110O83
EMP00111|TXNO306153090|2021-03-22|2021-03-28 00:00:00|Org Assignment|CMP0011|Company|1|WID00111O67
EMP00111|TXNO929751656|2021-03-22|2021-03-26 00:00:00|Org Assignment|CC00065|Cost Center|1|WID00111O67
EMP00111|TXNO623207891|2021-03-22|2021-03-24 00:00:00|Org Assignment|DPT00173|Supervisory Organization|1|WID00111O83
EMP00112|TXNO297136249|2025-02-20|2025-02-24 00:00:00|Org Assignment|CMP0017|Company|1|WID00112O67
EMP00112|TXNO206634098|2025-02-20|2025-02-25 00:00:00|Org Assignment|CC00022|Cost Center|1|WID00112O67
EMP00112|TXNO242427093|2025-02-20|2025-02-20 00:00:00|Org Assignment|DPT00015|Supervisory Organization|1|WID00112O83
EMP00113|TXNO299931213|2024-11-19|2024-11-20 00:00:00|Org Assignment|CMP0002|Company|1|WID00113O67
EMP00113|TXNO637227005|2024-11-19|2024-11-20 00:00:00|Org Assignment|CC00098|Cost Center|1|WID00113O67
EMP00113|TXNO616977393|2024-11-19|2024-11-25 00:00:00|Org Assignment|DPT00159|Supervisory Organization|1|WID00113O83
EMP00114|TXNO562831490|2019-04-10|2019-04-13 00:00:00|Org Assignment|CMP0015|Company|1|WID00114O67
EMP00114|TXNO204714182|2019-04-10|2019-04-12 00:00:00|Org Assignment|CC00063|Cost Center|1|WID00114O67
EMP00114|TXNO386142075|2019-04-10|2019-04-13 00:00:00|Org Assignment|DPT00013|Supervisory Organization|1|WID00114O83
EMP00115|TXNO610643945|2016-10-21|2016-10-22 00:00:00|Org Assignment|CMP0012|Company|1|WID00115O67
EMP00115|TXNO546537353|2016-10-21|2016-10-25 00:00:00|Org Assignment|CC00088|Cost Center|1|WID00115O67
EMP00115|TXNO425423474|2016-10-21|2016-10-22 00:00:00|Org Assignment|DPT00189|Supervisory Organization|1|WID00115O83
EMP00116|TXNO890575294|2025-04-03|2025-04-10 00:00:00|Org Assignment|CMP0013|Company|1|WID00116O67
EMP00116|TXNO207017730|2025-04-03|2025-04-07 00:00:00|Org Assignment|CC00072|Cost Center|1|WID00116O67
EMP00116|TXNO173319933|2025-04-03|2025-04-05 00:00:00|Org Assignment|DPT00160|Supervisory Organization|1|WID00116O83
EMP00117|TXNO874956650|2020-01-10|2020-01-16 00:00:00|Org Assignment|CMP0009|Company|1|WID00117O67
EMP00117|TXNO947559991|2020-01-10|2020-01-15 00:00:00|Org Assignment|CC00066|Cost Center|1|WID00117O67
EMP00117|TXNO712010270|2020-01-10|2020-01-10 00:00:00|Org Assignment|DPT00068|Supervisory Organization|1|WID00117O83
EMP00118|TXNO532871871|2020-05-29|2020-06-02 00:00:00|Org Assignment|CMP0018|Company|1|WID00118O67
EMP00118|TXNO472572469|2020-05-29|2020-06-01 00:00:00|Org Assignment|CC00082|Cost Center|1|WID00118O67
EMP00118|TXNO158526626|2020-05-29|2020-05-29 00:00:00|Org Assignment|DPT00026|Supervisory Organization|1|WID00118O83
EMP00119|TXNO490389118|2019-11-23|2019-11-30 00:00:00|Org Assignment|CMP0006|Company|1|WID00119O67
EMP00119|TXNO753233685|2019-11-23|2019-11-30 00:00:00|Org Assignment|CC00080|Cost Center|1|WID00119O67
EMP00119|TXNO464726499|2019-11-23|2019-11-28 00:00:00|Org Assignment|DPT00121|Supervisory Organization|1|WID00119O83
EMP00120|TXNO287584266|2020-09-25|2020-09-28 00:00:00|Org Assignment|CMP0011|Company|1|WID00120O67
EMP00120|TXNO971622218|2020-09-25|2020-09-27 00:00:00|Org Assignment|CC00016|Cost Center|1|WID00120O67
EMP00120|TXNO298266525|2020-09-25|2020-09-27 00:00:00|Org Assignment|DPT00122|Supervisory Organization|1|WID00120O83
EMP00121|TXNO406493604|2022-03-24|2022-03-29 00:00:00|Org Assignment|CMP0019|Company|1|WID00121O67
EMP00121|TXNO771299556|2022-03-24|2022-03-27 00:00:00|Org Assignment|CC00002|Cost Center|1|WID00121O67
EMP00121|TXNO586333106|2022-03-24|2022-03-29 00:00:00|Org Assignment|DPT00148|Supervisory Organization|1|WID00121O83
EMP00122|TXNO454646680|2017-06-10|2017-06-16 00:00:00|Org Assignment|CMP0009|Company|1|WID00122O67
EMP00122|TXNO572777105|2017-06-10|2017-06-13 00:00:00|Org Assignment|CC00020|Cost Center|1|WID00122O67
EMP00122|TXNO574304693|2017-06-10|2017-06-17 00:00:00|Org Assignment|DPT00171|Supervisory Organization|1|WID00122O83
EMP00123|TXNO705092501|2016-11-09|2016-11-16 00:00:00|Org Assignment|CMP0001|Company|1|WID00123O67
EMP00123|TXNO186426721|2016-11-09|2016-11-12 00:00:00|Org Assignment|CC00053|Cost Center|1|WID00123O67
EMP00123|TXNO530207682|2016-11-09|2016-11-11 00:00:00|Org Assignment|DPT00110|Supervisory Organization|1|WID00123O83
EMP00124|TXNO618436565|2020-06-25|2020-06-29 00:00:00|Org Assignment|CMP0020|Company|1|WID00124O67
EMP00124|TXNO845748568|2020-06-25|2020-06-25 00:00:00|Org Assignment|CC00075|Cost Center|1|WID00124O67
EMP00124|TXNO601163627|2020-06-25|2020-06-27 00:00:00|Org Assignment|DPT00185|Supervisory Organization|1|WID00124O83
EMP00125|TXNO877377829|2018-02-18|2018-02-25 00:00:00|Org Assignment|CMP0004|Company|1|WID00125O67
EMP00125|TXNO672098946|2018-02-18|2018-02-21 00:00:00|Org Assignment|CC00002|Cost Center|1|WID00125O67
EMP00125|TXNO406779024|2018-02-18|2018-02-23 00:00:00|Org Assignment|DPT00163|Supervisory Organization|1|WID00125O83
EMP00126|TXNO127250141|2025-03-23|2025-03-24 00:00:00|Org Assignment|CMP0006|Company|1|WID00126O67
EMP00126|TXNO756537060|2025-03-23|2025-03-29 00:00:00|Org Assignment|CC00047|Cost Center|1|WID00126O67
EMP00126|TXNO814354630|2025-03-23|2025-03-27 00:00:00|Org Assignment|DPT00084|Supervisory Organization|1|WID00126O83
EMP00127|TXNO176172691|2019-11-01|2019-11-03 00:00:00|Org Assignment|CMP0009|Company|1|WID00127O67
EMP00127|TXNO677397132|2019-11-01|2019-11-06 00:00:00|Org Assignment|CC00029|Cost Center|1|WID00127O67
EMP00127|TXNO136448759|2019-11-01|2019-11-03 00:00:00|Org Assignment|DPT00182|Supervisory Organization|1|WID00127O83
EMP00128|TXNO737126991|2017-11-27|2017-12-02 00:00:00|Org Assignment|CMP0008|Company|1|WID00128O67
EMP00128|TXNO188055312|2017-11-27|2017-12-04 00:00:00|Org Assignment|CC00085|Cost Center|1|WID00128O67
EMP00128|TXNO648746774|2017-11-27|2017-12-03 00:00:00|Org Assignment|DPT00163|Supervisory Organization|1|WID00128O83
EMP00129|TXNO767488050|2020-04-28|2020-04-28 00:00:00|Org Assignment|CMP0008|Company|1|WID00129O67
EMP00129|TXNO371856387|2020-04-28|2020-04-28 00:00:00|Org Assignment|CC00051|Cost Center|1|WID00129O67
EMP00129|TXNO809866297|2020-04-28|2020-05-01 00:00:00|Org Assignment|DPT00068|Supervisory Organization|1|WID00129O83
EMP00130|TXNO849475634|2020-08-29|2020-09-05 00:00:00|Org Assignment|CMP0004|Company|1|WID00130O67
EMP00130|TXNO305579756|2020-08-29|2020-09-05 00:00:00|Org Assignment|CC00011|Cost Center|1|WID00130O67
EMP00130|TXNO170255323|2020-08-29|2020-09-02 00:00:00|Org Assignment|DPT00009|Supervisory Organization|1|WID00130O83
EMP00131|TXNO315802593|2025-05-25|2025-05-29 00:00:00|Org Assignment|CMP0003|Company|1|WID00131O67
EMP00131|TXNO735294883|2025-05-25|2025-05-26 00:00:00|Org Assignment|CC00051|Cost Center|1|WID00131O67
EMP00131|TXNO552942184|2025-05-25|2025-05-25 00:00:00|Org Assignment|DPT00086|Supervisory Organization|1|WID00131O83
EMP00132|TXNO863929911|2019-03-14|2019-03-21 00:00:00|Org Assignment|CMP0020|Company|1|WID00132O67
EMP00132|TXNO459713783|2019-03-14|2019-03-19 00:00:00|Org Assignment|CC00065|Cost Center|1|WID00132O67
EMP00132|TXNO607605809|2019-03-14|2019-03-21 00:00:00|Org Assignment|DPT00152|Supervisory Organization|1|WID00132O83
EMP00133|TXNO649192118|2020-08-11|2020-08-17 00:00:00|Org Assignment|CMP0003|Company|1|WID00133O67
EMP00133|TXNO652942361|2020-08-11|2020-08-11 00:00:00|Org Assignment|CC00082|Cost Center|1|WID00133O67
EMP00133|TXNO454367378|2020-08-11|2020-08-12 00:00:00|Org Assignment|DPT00020|Supervisory Organization|1|WID00133O83
EMP00134|TXNO906169201|2021-03-13|2021-03-20 00:00:00|Org Assignment|CMP0017|Company|1|WID00134O67
EMP00134|TXNO425070453|2021-03-13|2021-03-20 00:00:00|Org Assignment|CC00091|Cost Center|1|WID00134O67
EMP00134|TXNO294015824|2021-03-13|2021-03-20 00:00:00|Org Assignment|DPT00022|Supervisory Organization|1|WID00134O83
EMP00135|TXNO646385896|2024-09-20|2024-09-24 00:00:00|Org Assignment|CMP0011|Company|1|WID00135O67
EMP00135|TXNO406204442|2024-09-20|2024-09-27 00:00:00|Org Assignment|CC00062|Cost Center|1|WID00135O67
EMP00135|TXNO142582481|2024-09-20|2024-09-25 00:00:00|Org Assignment|DPT00134|Supervisory Organization|1|WID00135O83
EMP00136|TXNO692829297|2022-01-27|2022-01-30 00:00:00|Org Assignment|CMP0017|Company|1|WID00136O67
EMP00136|TXNO949701727|2022-01-27|2022-02-02 00:00:00|Org Assignment|CC00048|Cost Center|1|WID00136O67
EMP00136|TXNO872114338|2022-01-27|2022-01-29 00:00:00|Org Assignment|DPT00060|Supervisory Organization|1|WID00136O83
EMP00137|TXNO858090686|2023-05-07|2023-05-11 00:00:00|Org Assignment|CMP0012|Company|1|WID00137O67
EMP00137|TXNO176161705|2023-05-07|2023-05-12 00:00:00|Org Assignment|CC00093|Cost Center|1|WID00137O67
EMP00137|TXNO261421803|2023-05-07|2023-05-14 00:00:00|Org Assignment|DPT00122|Supervisory Organization|1|WID00137O83
EMP00138|TXNO190670741|2023-06-21|2023-06-27 00:00:00|Org Assignment|CMP0012|Company|1|WID00138O67
EMP00138|TXNO530519926|2023-06-21|2023-06-22 00:00:00|Org Assignment|CC00097|Cost Center|1|WID00138O67
EMP00138|TXNO982852792|2023-06-21|2023-06-23 00:00:00|Org Assignment|DPT00095|Supervisory Organization|1|WID00138O83
EMP00139|TXNO967336760|2025-07-03|2025-07-05 00:00:00|Org Assignment|CMP0019|Company|1|WID00139O67
EMP00139|TXNO699427809|2025-07-03|2025-07-07 00:00:00|Org Assignment|CC00042|Cost Center|1|WID00139O67
EMP00139|TXNO976631525|2025-07-03|2025-07-09 00:00:00|Org Assignment|DPT00027|Supervisory Organization|1|WID00139O83
EMP00140|TXNO926985513|2025-02-27|2025-03-05 00:00:00|Org Assignment|CMP0009|Company|1|WID00140O67
EMP00140|TXNO836833449|2025-02-27|2025-03-03 00:00:00|Org Assignment|CC00052|Cost Center|1|WID00140O67
EMP00140|TXNO315790847|2025-02-27|2025-03-02 00:00:00|Org Assignment|DPT00042|Supervisory Organization|1|WID00140O83
EMP00141|TXNO453201705|2022-11-06|2022-11-09 00:00:00|Org Assignment|CMP0018|Company|1|WID00141O67
EMP00141|TXNO316517239|2022-11-06|2022-11-09 00:00:00|Org Assignment|CC00093|Cost Center|1|WID00141O67
EMP00141|TXNO195453286|2022-11-06|2022-11-09 00:00:00|Org Assignment|DPT00068|Supervisory Organization|1|WID00141O83
EMP00142|TXNO484029373|2018-09-02|2018-09-07 00:00:00|Org Assignment|CMP0010|Company|1|WID00142O67
EMP00142|TXNO836357738|2018-09-02|2018-09-04 00:00:00|Org Assignment|CC00022|Cost Center|1|WID00142O67
EMP00142|TXNO966319313|2018-09-02|2018-09-08 00:00:00|Org Assignment|DPT00101|Supervisory Organization|1|WID00142O83
EMP00143|TXNO322953063|2021-07-22|2021-07-29 00:00:00|Org Assignment|CMP0009|Company|1|WID00143O67
EMP00143|TXNO849317162|2021-07-22|2021-07-23 00:00:00|Org Assignment|CC00099|Cost Center|1|WID00143O67
EMP00143|TXNO122838488|2021-07-22|2021-07-24 00:00:00|Org Assignment|DPT00006|Supervisory Organization|1|WID00143O83
EMP00144|TXNO188502725|2025-02-28|2025-02-28 00:00:00|Org Assignment|CMP0001|Company|1|WID00144O67
EMP00144|TXNO280178670|2025-02-28|2025-03-06 00:00:00|Org Assignment|CC00096|Cost Center|1|WID00144O67
EMP00144|TXNO196674461|2025-02-28|2025-02-28 00:00:00|Org Assignment|DPT00120|Supervisory Organization|1|WID00144O83
EMP00145|TXNO649150258|2020-06-19|2020-06-23 00:00:00|Org Assignment|CMP0013|Company|1|WID00145O67
EMP00145|TXNO771030971|2020-06-19|2020-06-20 00:00:00|Org Assignment|CC00091|Cost Center|1|WID00145O67
EMP00145|TXNO254237122|2020-06-19|2020-06-26 00:00:00|Org Assignment|DPT00127|Supervisory Organization|1|WID00145O83
EMP00146|TXNO471177775|2021-01-16|2021-01-18 00:00:00|Org Assignment|CMP0001|Company|1|WID00146O67
EMP00146|TXNO753816153|2021-01-16|2021-01-20 00:00:00|Org Assignment|CC00098|Cost Center|1|WID00146O67
EMP00146|TXNO273738053|2021-01-16|2021-01-16 00:00:00|Org Assignment|DPT00091|Supervisory Organization|1|WID00146O83
EMP00147|TXNO265495718|2022-09-26|2022-09-27 00:00:00|Org Assignment|CMP0005|Company|1|WID00147O67
EMP00147|TXNO316172769|2022-09-26|2022-09-29 00:00:00|Org Assignment|CC00048|Cost Center|1|WID00147O67
EMP00147|TXNO728666141|2022-09-26|2022-10-03 00:00:00|Org Assignment|DPT00041|Supervisory Organization|1|WID00147O83
EMP00148|TXNO736022666|2022-06-10|2022-06-16 00:00:00|Org Assignment|CMP0015|Company|1|WID00148O67
EMP00148|TXNO224822009|2022-06-10|2022-06-12 00:00:00|Org Assignment|CC00049|Cost Center|1|WID00148O67
EMP00148|TXNO750727551|2022-06-10|2022-06-13 00:00:00|Org Assignment|DPT00193|Supervisory Organization|1|WID00148O83
EMP00149|TXNO126715068|2025-05-30|2025-05-30 00:00:00|Org Assignment|CMP0004|Company|1|WID00149O67
EMP00149|TXNO609391882|2025-05-30|2025-05-30 00:00:00|Org Assignment|CC00088|Cost Center|1|WID00149O67
EMP00149|TXNO594958947|2025-05-30|2025-06-03 00:00:00|Org Assignment|DPT00194|Supervisory Organization|1|WID00149O83
EMP00150|TXNO121183609|2020-07-25|2020-07-28 00:00:00|Org Assignment|CMP0018|Company|1|WID00150O67
EMP00150|TXNO700351887|2020-07-25|2020-07-29 00:00:00|Org Assignment|CC00049|Cost Center|1|WID00150O67
