Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM5910762,EMP178031,WD37548768,2026-01-29,Lateral Move,Completed,Restructuring,Senior Principal,Principal Analyst,5.0,5.0,Commercial Banking,Retail Banking,Trade Finance,Digital Banking,Supply Chain Finance,Digital Onboarding,EMP783011,EMP783011,"Toronto, ON","Toronto, ON",Regular,Regular,HR,2025-12-18,2026-01-29,Lateral move to Retail Banking
JM2715090,EMP178048,WD61464766,2025-10-29,Termination,Completed,Voluntary - New Opportunity,Coordinator,,1.0,,Retail Banking,,Branch Operations,,Customer Service,,EMP753004,,"San Francisco, CA",,Regular,,Employee,2025-08-31,2025-10-29,Voluntary - New Opportunity
JM6270682,EMP178158,WD33304763,2025-03-23,Hire,Completed,Expansion,,Senior Associate,,3.0,,Wealth Management,,Asset Management,,Equity Strategies,,EMP364966,,"Atlanta, GA",,Regular,Recruiter,2025-03-01,2025-03-23,New hire - New Position
JM1441664,EMP178158,WD33304763,2025-10-20,Lateral Move,Completed,Project Assignment,Senior Associate,Senior Analyst,3.0,3.0,Wealth Management,Retail Banking,Asset Management,Consumer Lending,Equity Strategies,Auto Loans,EMP364966,EMP364966,"Atlanta, GA","Atlanta, GA",Regular,Regular,Employee,2025-10-05,2025-10-20,Lateral move to Retail Banking
JM7108639,EMP178385,WD20718462,2025-07-09,Promotion,Completed,Skill Development,Lead Representative,Team Lead,3.0,4.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Alternative Investments,Alternative Investments,EMP505803,EMP505803,"New York, NY","New York, NY",Regular,Regular,Manager,2025-05-29,2025-07-09,Promotion from Level 3 to Level 4
JM5976359,EMP179048,WD54003619,2025-08-27,Promotion,Completed,Performance Based,Analyst II,Senior Analyst,2.0,3.0,Commercial Banking,Commercial Banking,Corporate Lending,Corporate Lending,Portfolio Management,Portfolio Management,EMP578360,EMP578360,"New York, NY","New York, NY",Regular,Regular,Manager,2025-07-18,2025-08-27,Promotion from Level 2 to Level 3
JM6382244,EMP179075,WD61369266,2025-05-24,Hire,Completed,Executive Recruitment,,Coordinator,,1.0,,Retail Banking,,Consumer Lending,,Personal Loans,,EMP948280,,"Dallas, TX",,Regular,Hiring Manager,2025-05-16,2025-05-24,New hire - Campus Hire
JM5529195,EMP179127,WD31163742,2025-07-29,Promotion,Completed,Skill Development,Representative,Senior Specialist,2.0,3.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fixed Income Strategies,Fixed Income Strategies,EMP444920,EMP444920,"Montreal, QC","Montreal, QC",Regular,Regular,Manager,2025-06-15,2025-07-29,Promotion from Level 2 to Level 3
JM5623651,EMP179127,WD31163742,2025-09-24,Lateral Move,Completed,Restructuring,Representative,Specialist II,2.0,2.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fixed Income Strategies,Alternative Investments,EMP444920,EMP444920,"Montreal, QC","Montreal, QC",Regular,Regular,Employee,2025-09-02,2025-09-24,Lateral move to Wealth Management
JM7238055,EMP179445,WD28197290,2025-12-04,Promotion,Completed,Performance Based,Specialist II,Senior Analyst,2.0,3.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Deal Origination,Deal Origination,EMP621237,EMP621237,"New York, NY","New York, NY",Regular,Regular,Manager,2025-10-25,2025-12-04,Promotion from Level 2 to Level 3
JM6528729,EMP179556,WD82538498,2025-02-21,Hire,Completed,Experienced Hire,,Lead Specialist,,4.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP204677,,"Chicago, IL",,Temporary,Hiring Manager,2025-01-29,2025-02-21,New hire - Experienced Hire
JM5837707,EMP179562,WD14256799,2025-07-01,Lateral Move,Completed,Career Development,Specialist II,Specialist II,2.0,2.0,Retail Banking,Wealth Management,Branch Operations,Private Banking,Customer Service,Relationship Management,EMP512018,EMP512018,"San Francisco, CA","San Francisco, CA",Regular,Regular,Employee,2025-06-15,2025-07-01,Lateral move to Wealth Management
JM2144199,EMP179562,WD14256799,2025-11-28,Promotion,Completed,Skill Development,Specialist II,Senior Associate,2.0,3.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Customer Service,Customer Service,EMP512018,EMP512018,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-10-26,2025-11-28,Promotion from Level 2 to Level 3
JM3644376,EMP179833,WD41872495,2025-12-19,Promotion,Completed,Skill Development,Specialist I,Associate II,1.0,2.0,Wealth Management,Wealth Management,Financial Planning,Financial Planning,Tax Planning,Tax Planning,EMP101498,EMP101498,"New York, NY","New York, NY",Regular,Regular,Manager,2025-11-06,2025-12-19,Promotion from Level 1 to Level 2
JM7724364,EMP179903,WD17857740,2025-06-06,Promotion,Completed,Skill Development,Senior Analyst,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Wire Transfers,Wire Transfers,EMP273014,EMP273014,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-04-11,2025-06-06,Promotion from Level 3 to Level 4
JM1941997,EMP180346,WD11483003,2025-06-05,Termination,Completed,Disability,Lead Representative,,3.0,,Commercial Banking,,Real Estate Finance,,Property Management,,EMP229917,,"New York, NY",,Regular,,Employee,2025-04-08,2025-06-05,Disability
JM2188825,EMP180561,WD22458358,2025-08-01,Promotion,Completed,Retention,Principal Associate,Staff Specialist,4.0,5.0,Corporate Functions,Corporate Functions,Human Resources,Human Resources,HR Business Partners,HR Business Partners,EMP115255,EMP115255,"San Francisco, CA","San Francisco, CA",Temporary,Temporary,Manager,2025-06-19,2025-08-01,Promotion from Level 4 to Level 5
JM7205240,EMP180682,WD49458510,2025-12-28,Lateral Move,Completed,Relocation Request,Senior Analyst,Senior Associate,3.0,3.0,Risk & Compliance,Technology,Financial Crimes,Cybersecurity,Fraud Detection,Identity Management,EMP246235,EMP246235,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-11-20,2025-12-28,Lateral move to Technology
JM5802527,EMP180927,WD35777882,2025-08-26,Lateral Move,Completed,Leadership Development,Assistant Manager,Assistant Manager,6.0,6.0,Retail Banking,Commercial Banking,Deposits & Payments,Corporate Lending,Wire Transfers,Loan Operations,EMP249109,EMP249109,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-07-21,2025-08-26,Lateral move to Commercial Banking
JM1820023,EMP181081,WD67627228,2025-07-10,Hire,Completed,Internal Referral,,Coordinator,,1.0,,Wealth Management,,Private Banking,,Relationship Management,,EMP754027,,"Dallas, TX",,Regular,Recruiter,2025-06-18,2025-07-10,New hire - New Position
JM2651249,EMP181081,WD67627228,2025-09-20,Lateral Move,Completed,Project Assignment,Coordinator,Associate I,1.0,1.0,Wealth Management,Retail Banking,Private Banking,Branch Operations,Relationship Management,Customer Service,EMP754027,EMP754027,"Dallas, TX","Dallas, TX",Regular,Regular,Employee,2025-08-31,2025-09-20,Lateral move to Retail Banking
JM3530340,EMP181119,WD64349043,2025-08-24,Promotion,Completed,Performance Based,Associate II,Senior Specialist,2.0,3.0,Investment Banking,Investment Banking,Structured Finance,Structured Finance,Securitization,Securitization,EMP402153,EMP402153,"New York, NY","New York, NY",Regular,Regular,Manager,2025-07-19,2025-08-24,Promotion from Level 2 to Level 3
JM5855713,EMP181166,WD52447552,2025-05-05,Promotion,Completed,Market Adjustment,Senior Associate,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Online Banking,Online Banking,EMP534363,EMP534363,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-03-08,2025-05-05,Promotion from Level 3 to Level 4
JM7896734,EMP181214,WD23098440,2025-04-13,Lateral Move,Completed,Business Need,Lead Analyst,Principal Associate,4.0,4.0,Wealth Management,Commercial Banking,Asset Management,Real Estate Finance,Alternative Investments,Property Management,EMP692022,EMP692022,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2025-03-28,2025-04-13,Lateral move to Commercial Banking
JM7711686,EMP181227,WD13826659,2025-07-05,Lateral Move,Completed,Project Assignment,Manager,Manager,7.0,7.0,Corporate Functions,Commercial Banking,Legal,Treasury Services,Corporate Legal,FX Services,EMP425910,EMP425910,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-06-16,2025-07-05,Lateral move to Commercial Banking
JM1490509,EMP181342,WD52808737,2025-02-04,Promotion,Completed,Retention,Specialist II,Senior Specialist,2.0,3.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Derivatives,Derivatives,EMP868049,EMP868049,"Charlotte, NC","Charlotte, NC",Temporary,Temporary,Manager,2024-12-07,2025-02-04,Promotion from Level 2 to Level 3
JM1011377,EMP181342,WD52808737,2025-04-27,Hire,Completed,Executive Recruitment,,Specialist II,,2.0,,Investment Banking,,Capital Markets,,Derivatives,,EMP868049,,"Charlotte, NC",,Temporary,HR System,2025-04-12,2025-04-27,New hire - Internal Referral
JM5866390,EMP181356,WD52783645,2025-02-08,Hire,Completed,New Position,,Lead Analyst,,4.0,,Wealth Management,,Trust Services,,Estate Planning,,EMP863524,,"New York, NY",,Regular,HR System,2025-01-31,2025-02-08,New hire - Expansion
JM3683995,EMP181365,WD88144954,2025-04-10,Promotion,Completed,Performance Based,Representative,Senior Analyst,2.0,3.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Due Diligence,Due Diligence,EMP964921,EMP964921,"Boston, MA","Boston, MA",Contractor,Contractor,Manager,2025-03-07,2025-04-10,Promotion from Level 2 to Level 3
JM4564217,EMP181917,WD80552546,2025-06-05,Lateral Move,Completed,Business Need,Senior Specialist,Lead Representative,3.0,3.0,Investment Banking,Wealth Management,Capital Markets,Financial Planning,Derivatives,Retirement Planning,EMP306648,EMP306648,"Charlotte, NC","Charlotte, NC",Regular,Regular,HR,2025-04-22,2025-06-05,Lateral move to Wealth Management
JM5343257,EMP181917,WD80552546,2025-06-11,Hire,Completed,Backfill,,Senior Specialist,,3.0,,Investment Banking,,Capital Markets,,Derivatives,,EMP306648,,"Charlotte, NC",,Regular,Hiring Manager,2025-05-27,2025-06-11,New hire - New Position
JM4393339,EMP182083,WD62488731,2025-11-18,Lateral Move,Completed,Relocation Request,Representative,Analyst II,2.0,2.0,Retail Banking,Investment Banking,Consumer Lending,Structured Finance,Collections,Syndications,EMP832163,EMP832163,"New York, NY","New York, NY",Regular,Regular,Manager,2025-10-08,2025-11-18,Lateral move to Investment Banking
JM4043695,EMP182215,WD80557648,2025-04-21,Promotion,Completed,Retention,Manager,Program Manager,7.0,8.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Letters of Credit,Letters of Credit,EMP783011,EMP783011,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-03-18,2025-04-21,Promotion from Level 7 to Level 8
JM4823757,EMP182215,WD80557648,2025-11-02,Lateral Move,Completed,Restructuring,Manager,Manager,7.0,7.0,Commercial Banking,Risk & Compliance,Trade Finance,Enterprise Risk,Letters of Credit,Model Risk,EMP783011,EMP783011,"San Francisco, CA","San Francisco, CA",Regular,Regular,Employee,2025-09-20,2025-11-02,Lateral move to Risk & Compliance
JM6011349,EMP182300,WD99043272,2025-10-21,Hire,Completed,Campus Hire,,Senior Specialist,,3.0,,Retail Banking,,Digital Banking,,Digital Onboarding,,EMP286997,,"Charlotte, NC",,Regular,HR System,2025-09-23,2025-10-21,New hire - Campus Hire
JM6291667,EMP182627,WD84093639,2025-05-26,Lateral Move,Completed,Project Assignment,Supervisor,Assistant Manager,6.0,6.0,Wealth Management,Commercial Banking,Private Banking,Real Estate Finance,Client Advisory,Commercial Mortgage,EMP261263,EMP261263,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-05-09,2025-05-26,Lateral move to Commercial Banking
JM8221906,EMP183199,WD98647615,2025-07-18,Promotion,Completed,Retention,Representative,Senior Analyst,2.0,3.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Strategic Advisory,Strategic Advisory,EMP827946,EMP827946,"New York, NY","New York, NY",Temporary,Temporary,Manager,2025-06-15,2025-07-18,Promotion from Level 2 to Level 3
JM1617338,EMP183199,WD98647615,2025-08-04,Hire,Completed,Experienced Hire,,Representative,,2.0,,Investment Banking,,Advisory Services,,Strategic Advisory,,EMP827946,,"New York, NY",,Temporary,HR System,2025-07-17,2025-08-04,New hire - Campus Hire
JM5046864,EMP183211,WD20947216,2025-11-08,Promotion,Completed,Skill Development,Associate I,Associate II,1.0,2.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Collections,Collections,EMP704938,EMP704938,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-09-15,2025-11-08,Promotion from Level 1 to Level 2
JM7533178,EMP183317,WD73572140,2025-09-25,Demotion,Completed,Restructuring,Senior Associate,Representative,3.0,2.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Equity Sales,Equity Sales,EMP696621,EMP696621,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-08-26,2025-09-25,Demotion
JM5729824,EMP183557,WD91793575,2025-07-21,Promotion,Completed,Market Adjustment,Senior Analyst,Lead Specialist,3.0,4.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Export Finance,Export Finance,EMP901477,EMP901477,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-06-01,2025-07-21,Promotion from Level 3 to Level 4
JM3908797,EMP183557,WD91793575,2025-07-28,Hire,Completed,Internal Referral,,Senior Analyst,,3.0,,Commercial Banking,,Trade Finance,,Export Finance,,EMP901477,,"San Francisco, CA",,Regular,Hiring Manager,2025-07-21,2025-07-28,New hire - Campus Hire
JM9720874,EMP183557,WD91793575,2026-02-02,Lateral Move,Completed,Relocation Request,Senior Analyst,Senior Analyst,3.0,3.0,Commercial Banking,Commercial Banking,Trade Finance,Corporate Lending,Export Finance,Underwriting,EMP901477,EMP901477,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2026-01-14,2026-02-02,Lateral move to Commercial Banking
JM4477751,EMP183654,WD30029234,2025-02-07,Hire,Completed,Campus Hire,,Principal Analyst,,5.0,,Retail Banking,,Deposits & Payments,,ACH Operations,,EMP493368,,"Chicago, IL",,Temporary,Hiring Manager,2025-01-31,2025-02-07,New hire - Internal Referral
JM3331056,EMP183669,WD22837618,2025-11-07,Demotion,Completed,Voluntary Step-Down,Associate Director,Branch Manager,8.0,7.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP785503,EMP785503,"New York, NY","New York, NY",Regular,Regular,HR,2025-10-24,2025-11-07,Demotion
JM1734925,EMP183740,WD63589002,2025-10-29,Promotion,Completed,Performance Based,Principal Associate,Expert,4.0,5.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Wire Transfers,Wire Transfers,EMP455232,EMP455232,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-13,2025-10-29,Promotion from Level 4 to Level 5
JM2896695,EMP183867,WD60791994,2025-05-14,Promotion,Completed,Retention,Coordinator,Associate II,1.0,2.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Collections,Collections,EMP409253,EMP409253,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-03-16,2025-05-14,Promotion from Level 1 to Level 2
JM3744302,EMP183939,WD12267917,2025-05-13,Termination,Completed,Disability,Senior Principal,,5.0,,Investment Banking,,Advisory Services,,Industry Coverage,,EMP492155,,"Phoenix, AZ",,Regular,,Employee,2025-04-19,2025-05-13,Disability
JM5406658,EMP183939,WD12267917,2025-07-29,Hire,Completed,Backfill,,Senior Principal,,5.0,,Investment Banking,,Advisory Services,,Industry Coverage,,EMP492155,,"Phoenix, AZ",,Regular,Recruiter,2025-07-03,2025-07-29,New hire - Backfill
JM5239336,EMP184012,WD86275885,2025-11-06,Promotion,Completed,Performance Based,Senior Associate,Principal Associate,3.0,4.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Valuation,Valuation,EMP227447,EMP227447,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-09-12,2025-11-06,Promotion from Level 3 to Level 4
JM3232141,EMP184012,WD86275885,2025-12-10,Lateral Move,Completed,Relocation Request,Senior Associate,Senior Analyst,3.0,3.0,Investment Banking,Retail Banking,Mergers & Acquisitions,Deposits & Payments,Valuation,Wire Transfers,EMP227447,EMP227447,"Charlotte, NC","Charlotte, NC",Regular,Regular,HR,2025-11-01,2025-12-10,Lateral move to Retail Banking
JM2026364,EMP184038,WD15859462,2025-05-04,Hire,Completed,Internal Referral,,Senior Analyst,,3.0,,Commercial Banking,,Real Estate Finance,,REIT Coverage,,EMP817969,,"New York, NY",,Regular,HR System,2025-04-04,2025-05-04,New hire - Campus Hire
JM1680478,EMP184106,WD18069728,2025-09-16,Promotion,Completed,Succession Planning,Program Manager,Director,8.0,9.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Research,Research,EMP621336,EMP621336,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-08-06,2025-09-16,Promotion from Level 8 to Level 9
JM3450348,EMP184120,WD29607576,2025-06-08,Hire,Completed,New Position,,Senior Associate,,3.0,,Retail Banking,,Branch Operations,,Sales,,EMP298332,,"New York, NY",,Regular,Hiring Manager,2025-05-15,2025-06-08,New hire - Executive Recruitment
JM7474366,EMP184120,WD29607576,2025-10-14,Promotion,Completed,Retention,Senior Associate,Team Lead,3.0,4.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP298332,EMP298332,"New York, NY","New York, NY",Regular,Regular,Manager,2025-08-30,2025-10-14,Promotion from Level 3 to Level 4
JM5364665,EMP184465,WD11736844,2025-11-09,Hire,Completed,New Position,,Representative,,2.0,,Risk & Compliance,,Regulatory Compliance,,Policy Management,,EMP751297,,"Los Angeles, CA",,Regular,Recruiter,2025-10-28,2025-11-09,New hire - Campus Hire
JM5962450,EMP184511,WD83496846,2025-12-11,Promotion,Completed,Retention,Principal Associate,Staff Specialist,4.0,5.0,Risk & Compliance,Risk & Compliance,Enterprise Risk,Enterprise Risk,Operational Risk,Operational Risk,EMP732872,EMP732872,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-11-07,2025-12-11,Promotion from Level 4 to Level 5
JM1656534,EMP184779,WD73592555,2025-02-21,Termination,Completed,Involuntary - Performance,Manager,,7.0,,Investment Banking,,Mergers & Acquisitions,,Valuation,,EMP791401,,"Dallas, TX",,Regular,,HR,2025-01-02,2025-02-21,Involuntary - Performance
JM8878363,EMP184885,WD85089932,2025-07-21,Lateral Move,Completed,Career Development,Analyst I,Specialist I,1.0,1.0,Retail Banking,Corporate Functions,Branch Operations,Legal,Customer Service,Contract Management,EMP776378,EMP776378,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-06-16,2025-07-21,Lateral move to Corporate Functions
JM7614939,EMP185028,WD72506335,2025-04-13,Termination,Completed,Involuntary - Performance,Analyst II,,2.0,,Wealth Management,,Financial Planning,,Tax Planning,,EMP435299,,"New York, NY",,Regular,,HR,2025-03-07,2025-04-13,Involuntary - Performance
JM7165082,EMP185066,WD50882216,2025-03-30,Lateral Move,Completed,Career Development,Supervisor,Supervisor,6.0,6.0,Retail Banking,Risk & Compliance,Branch Operations,Enterprise Risk,Sales,Market Risk,EMP827725,EMP827725,"Boston, MA","Boston, MA",Regular,Regular,Employee,2025-03-16,2025-03-30,Lateral move to Risk & Compliance
JM5417541,EMP185173,WD13984855,2025-02-09,Promotion,Completed,Retention,Expert,Assistant Manager,5.0,6.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Online Banking,Online Banking,EMP838726,EMP838726,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2024-12-14,2025-02-09,Promotion from Level 5 to Level 6
JM2462152,EMP185350,WD65742620,2025-08-12,Promotion,Completed,Expanded Role,Coordinator,Specialist II,1.0,2.0,Technology,Technology,Data & Analytics,Data & Analytics,Business Intelligence,Business Intelligence,EMP266480,EMP266480,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-06-20,2025-08-12,Promotion from Level 1 to Level 2
JM2919464,EMP185379,WD32031875,2025-04-07,Termination,Completed,Involuntary - Performance,Associate II,,2.0,,Wealth Management,,Trust Services,,Trust Administration,,EMP297035,,"San Francisco, CA",,Regular,,HR,2025-03-05,2025-04-07,Involuntary - Performance
JM5349615,EMP185514,WD88992670,2025-07-25,Hire,Completed,Backfill,,Executive Director,,9.0,,Retail Banking,,Consumer Lending,,Credit Cards,,EMP525650,,"Chicago, IL",,Regular,Hiring Manager,2025-07-05,2025-07-25,New hire - Campus Hire
JM1087168,EMP185836,WD94333163,2025-05-02,Lateral Move,Completed,Career Development,Specialist II,Representative,2.0,2.0,Retail Banking,Commercial Banking,Deposits & Payments,Corporate Lending,Payment Processing,Loan Operations,EMP516421,EMP516421,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Employee,2025-03-24,2025-05-02,Lateral move to Commercial Banking
JM9482772,EMP185836,WD94333163,2025-11-28,Promotion,Completed,Skill Development,Specialist II,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP516421,EMP516421,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Manager,2025-10-04,2025-11-28,Promotion from Level 2 to Level 3
JM2602744,EMP185936,WD85537508,2025-02-15,Lateral Move,Completed,Restructuring,Team Lead,Principal Associate,4.0,4.0,Retail Banking,Wealth Management,Deposits & Payments,Private Banking,Wire Transfers,Client Advisory,EMP500504,EMP500504,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-04,2025-02-15,Lateral move to Wealth Management
JM7430888,EMP186020,WD20843930,2025-07-25,Termination,Completed,Voluntary - Career Change,Senior Specialist,,3.0,,Commercial Banking,,Real Estate Finance,,Commercial Mortgage,,EMP236467,,"Charlotte, NC",,Regular,,Employee,2025-06-11,2025-07-25,Voluntary - Career Change
JM6023607,EMP186304,WD41048655,2025-12-05,Hire,Completed,Backfill,,Team Lead,,4.0,,Investment Banking,,Advisory Services,,Strategic Advisory,,EMP655040,,"Atlanta, GA",,Regular,Recruiter,2025-11-25,2025-12-05,New hire - Campus Hire
JM4202341,EMP186316,WD89057791,2025-07-05,Hire,Completed,Experienced Hire,,Team Lead,,4.0,,Investment Banking,,Advisory Services,,Sponsor Coverage,,EMP332360,,"Los Angeles, CA",,Regular,HR System,2025-06-09,2025-07-05,New hire - Expansion
JM8524607,EMP186564,WD49586661,2025-03-11,Lateral Move,Completed,Relocation Request,Coordinator,Specialist I,1.0,1.0,Retail Banking,Corporate Functions,Consumer Lending,Marketing,Mortgage Origination,Digital Marketing,EMP212611,EMP212611,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-02-07,2025-03-11,Lateral move to Corporate Functions
JM7840921,EMP186564,WD49586661,2025-07-07,Promotion,Completed,Performance Based,Coordinator,Specialist II,1.0,2.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Mortgage Origination,Mortgage Origination,EMP212611,EMP212611,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-05-13,2025-07-07,Promotion from Level 1 to Level 2
JM5433207,EMP186637,WD64402432,2025-11-11,Promotion,Completed,Market Adjustment,Director,Group Director,9.0,10.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Derivatives,Derivatives,EMP512223,EMP512223,"Toronto, ON","Toronto, ON",Contractor,Contractor,Manager,2025-09-21,2025-11-11,Promotion from Level 9 to Level 10
JM6270316,EMP186722,WD41319635,2025-11-02,Termination,Completed,Involuntary - Performance,Representative,,2.0,,Retail Banking,,Deposits & Payments,,ACH Operations,,EMP696236,,"Charlotte, NC",,Regular,,HR,2025-10-09,2025-11-02,Involuntary - Performance
JM1995623,EMP186935,WD24669364,2025-02-27,Promotion,Completed,Skill Development,Analyst I,Representative,1.0,2.0,Corporate Functions,Corporate Functions,Finance,Finance,Accounting,Accounting,EMP322860,EMP322860,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-01-05,2025-02-27,Promotion from Level 1 to Level 2
JM4979576,EMP186980,WD10674035,2025-06-04,Promotion,Completed,Market Adjustment,Senior Associate,Team Lead,3.0,4.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP910479,EMP910479,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-04-24,2025-06-04,Promotion from Level 3 to Level 4
JM5839209,EMP187008,WD67459585,2025-11-17,Promotion,Completed,Succession Planning,Associate I,Representative,1.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,ACH Operations,ACH Operations,EMP406095,EMP406095,"Boston, MA","Boston, MA",Contractor,Contractor,Manager,2025-10-14,2025-11-17,Promotion from Level 1 to Level 2
JM9299560,EMP187046,WD97087403,2025-05-19,Lateral Move,Completed,Leadership Development,Team Manager,Supervisor,6.0,6.0,Commercial Banking,Commercial Banking,Real Estate Finance,Corporate Lending,REIT Coverage,Relationship Management,EMP335374,EMP335374,"New York, NY","New York, NY",Regular,Regular,HR,2025-04-22,2025-05-19,Lateral move to Commercial Banking
JM9801412,EMP187184,WD19213734,2025-03-08,Hire,Completed,Experienced Hire,,Operations Manager,,7.0,,Corporate Functions,,Marketing,,Brand Marketing,,EMP751136,,"Chicago, IL",,Regular,HR System,2025-02-08,2025-03-08,New hire - Backfill
JM8141892,EMP187697,WD22802899,2025-08-03,Promotion,Completed,Skill Development,Senior Associate,Lead Analyst,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP757821,EMP757821,"Toronto, ON","Toronto, ON",Contractor,Contractor,Manager,2025-06-14,2025-08-03,Promotion from Level 3 to Level 4
JM8278502,EMP187712,WD47848920,2025-05-20,Demotion,Completed,Restructuring,Principal Associate,Senior Analyst,4.0,3.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Supply Chain Finance,Supply Chain Finance,EMP394017,EMP394017,"New York, NY","New York, NY",Regular,Regular,HR,2025-04-23,2025-05-20,Demotion
JM6440215,EMP188081,WD67040732,2026-01-03,Hire,Completed,New Position,,Lead Analyst,,4.0,,Commercial Banking,,Real Estate Finance,,Construction Lending,,EMP149168,,"New York, NY",,Regular,HR System,2025-12-26,2026-01-03,New hire - Executive Recruitment
JM5306203,EMP188267,WD12793093,2025-02-22,Lateral Move,Completed,Restructuring,Senior Specialist,Senior Analyst,3.0,3.0,Wealth Management,Investment Banking,Asset Management,Mergers & Acquisitions,Fixed Income Strategies,Deal Origination,EMP481165,EMP481165,"Toronto, ON","Toronto, ON",Regular,Regular,HR,2025-01-10,2025-02-22,Lateral move to Investment Banking
JM8858612,EMP188267,WD12793093,2025-08-18,Promotion,Completed,Performance Based,Senior Specialist,Team Lead,3.0,4.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fixed Income Strategies,Fixed Income Strategies,EMP481165,EMP481165,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-07-16,2025-08-18,Promotion from Level 3 to Level 4
JM2612479,EMP188553,WD97299591,2025-05-02,Lateral Move,Completed,Career Development,Senior Manager,Associate Director,8.0,8.0,Commercial Banking,Investment Banking,Trade Finance,Structured Finance,Letters of Credit,Leveraged Finance,EMP975326,EMP975326,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Manager,2025-03-25,2025-05-02,Lateral move to Investment Banking
