Job_Profile_ID,Job_Profile_WID,Compensation_Grade,Critical_Job_Flag,Difficult_to_Fill_Flag,Inactive_Flag,Job_Category_Code,Job_Category_Name,Job_Exempt_Canada,Job_Exempt_US,Job_Family,Job_Family_Group,Job_Family_Group_Name,Job_Family_Name,Job_Level_Code,Job_Level_Name,Job_Profile_Code,Job_Profile_Description,Job_Profile_Name,Job_Profile_Summary,Job_Title,Management_Level_Code,Management_Level_Name,Pay_Rate_Type,Public_Job,Work_Shift_Required,JOB_MATRIX,IS_PEOPLE_MANAGER,IS_MANAGER,FREQUENCY
JP_0068,145392c77a76cfe957bdc3bb5fa0179a,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_MKT,JFG_MKT,Marketing,Marketing & Communications,G05,Senior Associate,JPC_0068,Responsible for marketing analyst functions within Marketing & Communications.,Marketing Analyst,Marketing Analyst - Marketing & Communications,Marketing Analyst,MLH_Professional,Professional,Salary,1,0,JFG_MKT,0,0,Annual
JP_0069,308e5099075958c7644cdc3f5030f948,G08,N,Y,0,JC_People_Manager,People Manager,Non-Exempt,Non-Exempt,FN_MKT,JFG_MKT,Marketing,Marketing & Communications,G08,Associate Director,JPC_0069,Responsible for brand manager functions within Marketing & Communications.,Brand Manager,Brand Manager - Marketing & Communications,Brand Manager,MLH_Senior_Management,Senior Management,Salary,1,0,JFG_MKT,1,1,Annual
JP_0070,752995e66a5158a5c190a27e7bb2010f,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_MKT,JFG_MKT,Marketing,Marketing & Communications,G03,Senior Analyst,JPC_0070,Responsible for digital marketing specialist functions within Marketing & Communications.,Digital Marketing Specialist,Digital Marketing Specialist - Marketing & Communications,Digital Marketing Specialist,MLH_Professional,Professional,Salary,1,0,JFG_MKT,0,0,Annual
JP_0071,9d81c78c9fe8afe29ed68285ac7d73a0,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_MKT,JFG_MKT,Marketing,Marketing & Communications,G04,Associate,JPC_0071,Responsible for communications specialist functions within Marketing & Communications.,Communications Specialist,Communications Specialist - Marketing & Communications,Communications Specialist,MLH_Professional,Professional,Salary,1,0,JFG_MKT,0,0,Annual
JP_0072,728e7f31a6d3a1738d905b7a3199cde2,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_MKT,JFG_MKT,Marketing,Marketing & Communications,G01,Analyst I,JPC_0072,Responsible for content writer functions within Marketing & Communications.,Content Writer,Content Writer - Marketing & Communications,Content Writer,MLH_Professional,Professional,Salary,1,0,JFG_MKT,0,0,Annual
JP_0073,cd977e775d5e652e07bce484bd66b787,G15,N,N,0,JC_Executive,Executive,Non-Exempt,Non-Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G15,C-Suite,JPC_0073,Responsible for chief executive officer functions within Executive.,Chief Executive Officer,Chief Executive Officer - Executive,Chief Executive Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0074,a82c339449e4e1fcafa53e17fa1b4b6f,G15,N,N,0,JC_Executive,Executive,Exempt,Non-Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G15,C-Suite,JPC_0074,Responsible for chief financial officer functions within Executive.,Chief Financial Officer,Chief Financial Officer - Executive,Chief Financial Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0075,55a5d38efbee926b5cb24eb5fd2284a5,G15,N,Y,0,JC_Executive,Executive,Exempt,Non-Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G15,C-Suite,JPC_0075,Responsible for chief technology officer functions within Executive.,Chief Technology Officer,Chief Technology Officer - Executive,Chief Technology Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0076,f4c3443aed80021c78571095b2f5b4a9,G13,N,Y,0,JC_Executive,Executive,Exempt,Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G13,Executive Vice President,JPC_0076,Responsible for chief risk officer functions within Executive.,Chief Risk Officer,Chief Risk Officer - Executive,Chief Risk Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0077,8dab65bc9c7bc5cf96e0224dd37478a2,G15,Y,N,0,JC_Executive,Executive,Non-Exempt,Exempt,FN_EXEC- v2,JFG_EXEC,Executive Leadership,Executive,G15,C-Suite,JPC_0077,Responsible for chief operating officer functions within Executive.,Chief Operating Officer,Chief Operating Officer - Executive,Chief Operating Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0078,e9add5b791d534c5902b3d208e81e50a,G14,N,N,0,JC_Executive,Executive,Exempt,Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G14,Managing Director,JPC_0078,Responsible for chief human resources officer functions within Executive.,Chief Human Resources Officer,Chief Human Resources Officer - Executive,Chief Human Resources Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0079,c01ea93f6d06cebb23f77421973da4ee,G13,Y,N,0,JC_Executive,Executive,Exempt,Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G13,Executive Vice President,JPC_0079,Responsible for chief legal officer functions within Executive.,Chief Legal Officer,Chief Legal Officer - Executive,Chief Legal Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0080,b8dadc0274ea8f5a0a2de95730532493,G15,N,Y,0,JC_Executive,Executive,Exempt,Exempt,FN_EXEC,JFG_EXEC,Executive Leadership,Executive,G15,C-Suite,JPC_0080,Responsible for chief marketing officer functions within Executive.,Chief Marketing Officer,Chief Marketing Officer - Executive,Chief Marketing Officer,MLH_Group_Head,Group Head,Salary,1,0,JFG_EXEC,1,1,Annual
JP_0081,e48103975a1892d360c98d1333af9cc3,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G04,Associate,JPC_0081,Responsible for executive assistant functions within Administration.,Executive Assistant,Executive Assistant - Administration,Executive Assistant,MLH_Professional,Professional,Salary,1,0,JFG_ADMIN,0,0,Annual
JP_0082,59b8bc2a19db28a87b003d1a65f248ba,G06,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G06,Manager,JPC_0082,Responsible for office administrator functions within Administration.,Office Administrator,Office Administrator - Administration,Office Administrator,MLH_Professional,Professional,Salary,1,0,JFG_ADMIN,0,0,Annual
JP_0083,c4a1b2fdeb5e5aa805c77874169444fa,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G03,Senior Analyst,JPC_0083,Responsible for facilities coordinator functions within Administration.,Facilities Coordinator,Facilities Coordinator - Administration,Facilities Coordinator,MLH_Professional,Professional,Salary,1,0,JFG_ADMIN,0,0,Annual
JP_0084,85faa839794767254d610c0a180b59c0,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G03,Senior Analyst,JPC_0084,Responsible for receptionist functions within Administration.,Receptionist,Receptionist - Administration,Receptionist,MLH_Professional,Professional,Salary,1,0,JFG_ADMIN,0,0,Annual
JP_0085,97cb79a676268ab08e10fd993844cf8c,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G01,Analyst I,JPC_0085,Responsible for administrative assistant functions within Administration.,Administrative Assistant,Administrative Assistant - Administration,Administrative Assistant,MLH_Professional,Professional,Salary,1,0,JFG_ADMIN,0,0,Annual
JP_0086,b88c5dcc99f06da912c847ce8a08cb40,G11,N,Y,0,JC_People_Manager,People Manager,Non-Exempt,Non-Exempt,FN_ADMIN,JFG_ADMIN,Corporate Services,Administration,G11,Vice President,JPC_0086,Responsible for office manager functions within Administration.,Office Manager,Office Manager - Administration,Office Manager,MLH_Executive,Executive,Salary,1,0,JFG_ADMIN,1,1,Annual
JP_0087,485fe0955eb78a079198608476f60f43,G09,N,Y,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G09,Director,JPC_0087,Responsible for portfolio manager functions within Investments.,Portfolio Manager,Portfolio Manager - Investments,Portfolio Manager,MLH_Senior_Leadership,Senior Leadership,Salary,1,0,JFG_INVEST,1,1,Annual
JP_0088,c2dc3f5755a7b2deed19ee4788b5d312,G05,Y,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G05,Senior Associate,JPC_0088,Responsible for investment analyst functions within Investments.,Investment Analyst,Investment Analyst - Investments,Investment Analyst,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0089,01b4eca12dfbeae2cb41efd3c4ae7c41,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G03,Senior Analyst,JPC_0089,Responsible for research analyst functions within Investments.,Research Analyst,Research Analyst - Investments,Research Analyst,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0090,d1fe6a1d03b8c8d9c4dd3829610eafb9,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G03,Senior Analyst,JPC_0090,Responsible for quantitative analyst functions within Investments.,Quantitative Analyst,Quantitative Analyst - Investments,Quantitative Analyst,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0091,ff1948e6f801b76c0828f2fa06a07874,G06,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G06,Manager,JPC_0091,Responsible for trader functions within Investments.,Trader,Trader - Investments,Trader,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0092,cc8181a6c41d461040abb4cabc8ca92a,G05,Y,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G05,Senior Associate,JPC_0092,Responsible for fund accountant functions within Investments.,Fund Accountant,Fund Accountant - Investments,Fund Accountant,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0093,35abbb0d428a3d98b1a995bc2ee268fa,G02,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G02,Analyst II,JPC_0093,Responsible for performance analyst functions within Investments.,Performance Analyst,Performance Analyst - Investments,Performance Analyst,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
JP_0094,1543df1cdb43b7bbe11e515cbcd9a664,G02,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_INVEST,JFG_INVEST,Investment Management,Investments,G02,Analyst II,JPC_0094,Responsible for esg analyst functions within Investments.,ESG Analyst,ESG Analyst - Investments,ESG Analyst,MLH_Professional,Professional,Salary,1,0,JFG_INVEST,0,0,Annual
