Position_ID,Supervisory_Organization,Effective_Date,Reason,Worker_Type,Worker_Sub_Type,Job_Profile,Job_Title,Business_Title,Time_Type,Location,Work_Space,Pay_Rate_Type,Schedule_Weekly_Hours,Scheduled_FTE,Default_Weekly_Hours,Employee_Type,shift_number,Exclude_From_Headcount
P-004184,DEPT_LEGAL_085,2017-08-04,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004185,DEPT_TECH_037,2017-08-28,New Position,Employee,Fixed Term,JP_0004,Data Engineer,Data Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004186,DEPT_TECH_040,2017-08-03,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004187,DEPT_LEGAL_087,2017-08-25,New Position,Employee,Regular,JP_0068,Marketing Analyst,Marketing Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004188,DEPT_SALES_098,2017-08-10,New Position,Employee,Regular,JP_0031,Market Risk Analyst,Market Risk Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004189,DEPT_OPS_066,2017-08-05,New Position,Employee,Fixed Term,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004190,DEPT_ADMIN_133,2017-08-19,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004191,DEPT_FIN_009,2017-08-27,New Position,Employee,Regular,JP_0051,Learning & Development Specialist,Learning & Development Specialist,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004192,DEPT_TECH_023,2017-08-05,New Position,Employee,Regular,JP_0094,ESG Analyst,ESG Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004193,DEPT_INVEST_121,2017-08-06,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004194,DEPT_HR_080,2017-08-16,New Position,Employee,Regular,JP_0053,Corporate Counsel,Corporate Counsel,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004195,DEPT_CEO_002,2017-09-17,New Position,Employee,Fixed Term,JP_0004,Data Engineer,Data Engineer,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004196,DEPT_FIN_013,2017-09-23,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004197,DEPT_OPS_066,2017-09-30,New Position,Contingent Worker,Contractor,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004198,DEPT_LEGAL_086,2017-09-19,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004199,DEPT_FIN_007,2017-09-03,New Position,Employee,Regular,JP_0071,Communications Specialist,Communications Specialist,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004200,DEPT_FIN_005,2017-09-04,New Position,Employee,Regular,JP_0038,Operations Specialist,Operations Specialist,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004201,DEPT_SALES_090,2017-09-05,New Position,Employee,Regular,JP_0014,Database Administrator,Database Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004202,DEPT_SALES_090,2017-09-10,New Position,Employee,Regular,JP_0072,Content Writer,Content Writer,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004203,DEPT_SALES_094,2017-09-15,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Part_Time,LOC_MIA,,Salary,18.75,0.5,37.5,Regular,0,0
P-004204,DEPT_SALES_103,2017-09-28,New Position,Employee,Regular,JP_0045,HR Business Partner,HR Business Partner,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004205,DEPT_RISK_041,2017-09-20,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004206,DEPT_OPS_074,2017-09-23,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004207,DEPT_MKT_111,2017-09-25,New Position,Employee,Regular,JP_0027,Accounts Payable Specialist,Accounts Payable Specialist,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-004208,DEPT_FIN_009,2017-09-12,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004209,DEPT_OPS_061,2017-09-26,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004210,DEPT_SALES_092,2017-09-15,New Position,Employee,Regular,JP_0085,Administrative Assistant,Administrative Assistant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004211,DEPT_TECH_023,2017-09-07,New Position,Employee,Fixed Term,JP_0031,Market Risk Analyst,Market Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004212,DEPT_OPS_071,2017-09-01,New Position,Employee,Fixed Term,JP_0026,Financial Planning Analyst,Financial Planning Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004213,DEPT_SALES_106,2017-09-17,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Regular,0,0
P-004214,DEPT_OPS_058,2017-09-14,New Position,Employee,Regular,JP_0001,Software Engineer,Software Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004215,DEPT_OPS_074,2017-09-26,New Position,Employee,Regular,JP_0051,Learning & Development Specialist,Learning & Development Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004216,DEPT_INVEST_122,2017-09-18,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-004217,DEPT_SALES_096,2017-09-16,New Position,Employee,Regular,JP_0047,Senior Recruiter,Senior Recruiter,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004218,DEPT_INVEST_115,2017-09-15,New Position,Employee,Fixed Term,JP_0002,Senior Software Engineer,Senior Software Engineer,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004219,DEPT_OPS_061,2017-09-20,New Position,Contingent Worker,Contractor,JP_0022,Controller,Controller,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004220,DEPT_FIN_011,2017-09-12,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Part_Time,LOC_MTL,,Salary,18.75,0.5,37.5,Regular,0,0
P-004221,DEPT_OPS_057,2017-09-17,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004222,DEPT_SALES_100,2017-09-01,New Position,Contingent Worker,Contractor,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004223,DEPT_ADMIN_129,2017-09-02,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004224,DEPT_INVEST_120,2017-09-05,New Position,Contingent Worker,Contractor,JP_0050,HRIS Analyst,HRIS Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004225,DEPT_SALES_104,2017-09-04,New Position,Employee,Regular,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004226,DEPT_TECH_025,2017-09-09,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004227,DEPT_INVEST_121,2017-09-15,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Part_Time,LOC_SF,,Salary,18.75,0.5,37.5,Regular,0,0
P-004228,DEPT_HR_077,2017-09-18,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004229,DEPT_OPS_057,2017-09-01,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004230,DEPT_FIN_015,2017-09-18,New Position,Employee,Regular,JP_0094,ESG Analyst,ESG Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004231,DEPT_ADMIN_127,2017-09-10,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004232,DEPT_INVEST_122,2017-09-18,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004233,DEPT_RISK_053,2017-09-09,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004234,DEPT_TECH_035,2017-09-19,New Position,Employee,Regular,JP_0094,ESG Analyst,ESG Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004235,DEPT_OPS_059,2017-09-16,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004236,DEPT_SALES_096,2017-09-26,New Position,Employee,Regular,JP_0068,Marketing Analyst,Marketing Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-004237,DEPT_HR_080,2017-09-16,New Position,Employee,Regular,JP_0004,Data Engineer,Data Engineer,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Regular,0,0
P-004238,DEPT_RISK_048,2017-09-13,New Position,Employee,Regular,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004239,DEPT_LEGAL_088,2017-09-16,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-004240,DEPT_RISK_048,2017-09-18,New Position,Employee,Regular,JP_0047,Senior Recruiter,Senior Recruiter,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-004241,DEPT_INVEST_124,2017-09-19,New Position,Employee,Regular,JP_0064,Private Banker,Private Banker,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004242,DEPT_OPS_064,2017-09-07,New Position,Employee,Regular,JP_0002,Senior Software Engineer,Senior Software Engineer,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004243,DEPT_TECH_025,2017-09-04,New Position,Employee,Regular,JP_0064,Private Banker,Private Banker,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-004244,DEPT_FIN_008,2017-09-29,New Position,Employee,Regular,JP_0045,HR Business Partner,HR Business Partner,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004245,DEPT_RISK_052,2017-09-12,New Position,Contingent Worker,Contractor,JP_0067,Wealth Advisor,Wealth Advisor,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004246,DEPT_LEGAL_086,2017-09-15,New Position,Employee,Regular,JP_0065,Mortgage Specialist,Mortgage Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004247,DEPT_OPS_057,2017-09-21,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-004248,DEPT_HR_080,2017-09-03,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004249,DEPT_INVEST_120,2017-09-30,New Position,Employee,Regular,JP_0090,Quantitative Analyst,Quantitative Analyst,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-004250,DEPT_MKT_110,2017-09-02,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-004251,DEPT_SALES_094,2017-09-05,New Position,Employee,Regular,JP_0084,Receptionist,Receptionist,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-004252,DEPT_INVEST_114,2017-09-21,New Position,Employee,Regular,JP_0083,Facilities Coordinator,Facilities Coordinator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004253,DEPT_FIN_005,2017-09-14,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004254,DEPT_OPS_057,2017-09-10,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-004255,DEPT_MKT_111,2017-09-16,New Position,Employee,Regular,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004256,DEPT_INVEST_122,2017-09-19,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Part_Time,LOC_MTL,,Salary,18.75,0.5,37.5,Regular,0,0
P-004257,DEPT_OPS_071,2017-09-27,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004258,DEPT_RISK_050,2017-09-25,New Position,Contingent Worker,Contractor,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004259,DEPT_TECH_030,2017-09-29,New Position,Employee,Regular,JP_0051,Learning & Development Specialist,Learning & Development Specialist,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004260,DEPT_SALES_097,2017-09-03,New Position,Employee,Regular,JP_0002,Senior Software Engineer,Senior Software Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004261,DEPT_OPS_068,2017-09-06,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004262,DEPT_OPS_067,2017-09-12,New Position,Employee,Regular,JP_0066,Insurance Advisor,Insurance Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004263,DEPT_TECH_025,2017-09-12,New Position,Employee,Regular,JP_0044,Project Manager,Project Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-004264,DEPT_FIN_007,2017-09-07,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004265,DEPT_RISK_042,2017-09-14,New Position,Employee,Fixed Term,JP_0014,Database Administrator,Database Administrator,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004266,DEPT_HR_081,2017-09-22,New Position,Employee,Regular,JP_0090,Quantitative Analyst,Quantitative Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004267,DEPT_TECH_036,2017-09-12,New Position,Employee,Regular,JP_0013,Technical Project Manager,Technical Project Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004268,DEPT_TECH_022,2017-09-01,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004269,DEPT_TECH_025,2017-09-02,New Position,Employee,Regular,JP_0083,Facilities Coordinator,Facilities Coordinator,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004270,DEPT_TECH_038,2017-09-13,New Position,Contingent Worker,Contractor,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004271,DEPT_INVEST_117,2017-09-10,New Position,Employee,Regular,JP_0090,Quantitative Analyst,Quantitative Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004272,DEPT_INVEST_124,2017-09-27,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004273,DEPT_SALES_103,2017-09-19,New Position,Employee,Regular,JP_0002,Senior Software Engineer,Senior Software Engineer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004274,DEPT_MKT_111,2017-09-20,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004275,DEPT_OPS_056,2017-09-21,New Position,Contingent Worker,Contractor,JP_0064,Private Banker,Private Banker,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Contractor,0,1
P-004276,DEPT_INVEST_118,2017-09-05,New Position,Employee,Fixed Term,JP_0045,HR Business Partner,HR Business Partner,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004277,DEPT_HR_081,2017-09-27,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-004278,DEPT_FIN_009,2017-09-12,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004279,DEPT_RISK_042,2017-09-12,New Position,Employee,Fixed Term,JP_0067,Wealth Advisor,Wealth Advisor,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Fixed Term,0,0
P-004280,DEPT_ADMIN_131,2017-09-13,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004281,DEPT_OPS_065,2017-09-28,New Position,Employee,Regular,JP_0056,Regulatory Counsel,Regulatory Counsel,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004282,DEPT_RISK_044,2017-09-26,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-004283,DEPT_HR_081,2017-09-13,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-004284,DEPT_ADMIN_127,2017-09-29,New Position,Employee,Fixed Term,JP_0056,Regulatory Counsel,Regulatory Counsel,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004285,DEPT_RISK_050,2017-09-18,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_HAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004286,DEPT_RISK_043,2017-09-16,New Position,Employee,Regular,JP_0094,ESG Analyst,ESG Analyst,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-004287,DEPT_HR_082,2017-09-09,New Position,Employee,Regular,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-004288,DEPT_INVEST_124,2017-09-15,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004289,DEPT_INVEST_120,2017-09-23,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004290,DEPT_ADMIN_127,2017-09-04,New Position,Employee,Regular,JP_0079,Chief Legal Officer,Chief Legal Officer,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004291,DEPT_SALES_097,2017-09-20,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004292,DEPT_HR_080,2017-09-22,New Position,Employee,Regular,JP_0072,Content Writer,Content Writer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004293,DEPT_FIN_006,2017-09-10,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004294,DEPT_MKT_112,2017-09-08,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004295,DEPT_MKT_110,2017-09-04,New Position,Employee,Regular,JP_0001,Software Engineer,Software Engineer,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-004296,DEPT_RISK_053,2017-09-29,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004297,DEPT_SALES_098,2017-09-13,New Position,Employee,Fixed Term,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004298,DEPT_INVEST_116,2017-09-15,New Position,Employee,Regular,JP_0067,Wealth Advisor,Wealth Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004299,DEPT_RISK_048,2017-09-26,New Position,Employee,Regular,JP_0001,Software Engineer,Software Engineer,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-004300,DEPT_MKT_110,2017-09-28,New Position,Employee,Regular,JP_0009,IT Support Specialist,IT Support Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004301,DEPT_INVEST_121,2017-09-10,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004302,DEPT_INVEST_125,2017-09-05,New Position,Employee,Regular,JP_0018,Financial Analyst,Financial Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004303,DEPT_TECH_024,2017-09-04,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Full_Time,LOC_DAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004304,DEPT_SALES_092,2017-09-01,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Regular,0,0
P-004305,DEPT_SALES_094,2017-09-30,New Position,Employee,Regular,JP_0009,IT Support Specialist,IT Support Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004306,DEPT_TECH_018,2017-09-16,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004307,DEPT_TECH_033,2017-09-16,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004308,DEPT_OPS_058,2017-09-09,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004309,DEPT_ADMIN_126,2017-09-24,New Position,Employee,Regular,JP_0062,Client Relationship Manager,Client Relationship Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004310,DEPT_TECH_028,2017-09-12,New Position,Employee,Fixed Term,JP_0024,Tax Specialist,Tax Specialist,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-004311,DEPT_RISK_051,2017-09-10,New Position,Employee,Regular,JP_0025,Audit Analyst,Audit Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004312,DEPT_MKT_111,2017-09-05,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004313,DEPT_SALES_104,2017-09-17,New Position,Employee,Regular,JP_0087,Portfolio Manager,Portfolio Manager,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-004314,DEPT_HR_077,2017-09-06,New Position,Employee,Regular,JP_0053,Corporate Counsel,Corporate Counsel,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-004315,DEPT_OPS_068,2017-09-15,New Position,Employee,Regular,JP_0026,Financial Planning Analyst,Financial Planning Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-004316,DEPT_MKT_113,2017-09-20,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-004317,DEPT_RISK_050,2017-09-05,New Position,Employee,Regular,JP_0018,Financial Analyst,Financial Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-004318,DEPT_INVEST_121,2017-09-07,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-004319,DEPT_ADMIN_129,2017-09-20,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-004320,DEPT_LEGAL_089,2017-09-17,New Position,Employee,Regular,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-004321,DEPT_SALES_105,2017-09-08,New Position,Employee,Regular,JP_0046,Recruiter,Recruiter,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-004322,DEPT_RISK_050,2017-09-21,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
