Job_Classification_ID,Job_Classification_WID,Job_Classification_Name,Job_Classification_Group_ID,Job_Classification_Group_Name,Job_Profile_ID
JCL_0194,c6d805bf010b5b268ec8dcfd6ed4873d,Financial Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0018
JCL_0195,03b7d65a7324bbb195397ce1f7a14ebc,Financial Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0018
JCL_0196,f7525660ff5af32b10fd8340d09fa7ad,Financial Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0018
JCL_0197,60d9ff86011876198a05abbc4eb7ed81,Financial Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0018
JCL_0198,25a29dae2ae7bf553b22429fdf51b79c,Financial Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0018
JCL_0199,16bfc9555dee8538241558bd493db73b,Senior Financial Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0019
JCL_0200,64c5c86489bee69d83f248972b01b442,Senior Financial Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0019
JCL_0201,c00caa2333bf70f80a77346c527e63fd,Senior Financial Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0019
JCL_0202,6d275794524d5c9d9a774c72425075ef,Senior Financial Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0019
JCL_0203,b8fb9979f480198fe653835a81cd92bc,Senior Financial Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0019
JCL_0204,63a12b13e1c8ac3a649b747ea3dda5d2,Senior Financial Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0019
JCL_0205,dac45618f29fe935d88860246829483a,Senior Financial Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0019
JCL_0206,51541f23ab6cb880e60dd4c55496d1f0,Senior Financial Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0019
JCL_0207,f35c47b6e073fd86cfee0f8370f76129,Senior Financial Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0019
JCL_0208,283606ee76c56a64e48320df16e62521,Senior Financial Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0019
JCL_0209,b9f547834fe52e258ea66c98d255d06f,Senior Financial Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0019
JCL_0210,580da3ce0ebcf988232f1a253be13b7a,Accountant - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0020
JCL_0211,91879af6abfcc61898b9b1c7a6942da4,Accountant - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0020
JCL_0212,444fc4d38d703e65b3f07e37a07b1b2d,Accountant - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0020
JCL_0213,e7ef494d89e2933cee534fd66374f6ad,Accountant - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0020
JCL_0214,3c4132863b61f77fe7004f3715d569f3,Accountant - Job Collection,JCL_GRP_COLL,Job Collection,JP_0020
JCL_0215,f15fb0de1b253d0a90037f3a283c5b23,Accountant - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0020
JCL_0216,c8da1ee64d849ea388fbafcc6abd435d,Accountant - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0020
JCL_0217,8a26a17654c6b9991381c2b2e55df5f7,Accountant - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0020
JCL_0218,19eda0829f35869f5acd6000b1edfd27,Accountant - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0020
JCL_0219,b00f9e2dfcc0985ed8728642ef3c5768,Accountant - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0020
JCL_0220,ccc518dbdab17e5890406fccb4d72e51,Accountant - Stock,JCL_GRP_STOCK,Stock,JP_0020
JCL_0221,e578eb35d06e6e64f8302b2c3c188d3d,Senior Accountant - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0021
JCL_0222,88ee35a661e03afc60b7270819a6cbd7,Senior Accountant - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0021
JCL_0223,03ef4a0e8a2f3584782fa165fe99cb5f,Senior Accountant - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0021
JCL_0224,753e7f14d784b5905d79b7c4e143d855,Senior Accountant - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0021
JCL_0225,4046b31f6c6426d5189fb168cb0ce59d,Senior Accountant - Job Collection,JCL_GRP_COLL,Job Collection,JP_0021
JCL_0226,9004887b0987e8204445282b2f2761ab,Senior Accountant - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0021
JCL_0227,f09fb498b5ef4d2b0bb8d512abeebba3,Senior Accountant - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0021
JCL_0228,fdccc6e6d1b42c52ec05f1f4fc430752,Senior Accountant - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0021
JCL_0229,ad48da298a26c3a29a1c1968bfdf94e9,Senior Accountant - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0021
JCL_0230,41368782cdaeb724bf0e683742569c38,Senior Accountant - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0021
JCL_0231,b6ba1f479ff7dc2226940d8a918023c5,Senior Accountant - Stock,JCL_GRP_STOCK,Stock,JP_0021
JCL_0232,31922b841089f1e94e38c113fe9d8ef3,Controller - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0022
JCL_0233,23f3813c90f905f414f943e2c829fc53,Controller - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0022
JCL_0234,e75f756d27a7872c787ce799c79e39cf,Controller - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0022
JCL_0235,7dd6ff0b7fa4fcf9920a31cda2655fbc,Controller - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0022
JCL_0236,65312a85f25950e9b24b09d9445e2392,Controller - Job Collection,JCL_GRP_COLL,Job Collection,JP_0022
JCL_0237,eb514aea15052919ad6609331564a108,Controller - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0022
JCL_0238,2e1f554d9fe23e602b8ae4e8a34f7129,Controller - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0022
JCL_0239,74d311a9acb3a832b9b14d869baba043,Controller - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0022
JCL_0240,58730e9677eaf06bf6325952cfaa7095,Controller - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0022
JCL_0241,0005fac6d621a79c0eda6840587fdff3,Controller - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0022
JCL_0242,f05396f481f305a8ba0532c9c45996ed,Controller - Stock,JCL_GRP_STOCK,Stock,JP_0022
JCL_0243,ef9550201ca84bce80957818b5de808a,Treasury Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0023
JCL_0244,09733991802a50fb9d3c553fb897f275,Treasury Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0023
JCL_0245,f18427db0f39e1eeec02d3dac9ccc126,Treasury Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0023
JCL_0246,9194d25331aacedaf74972d2567458c8,Treasury Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0023
JCL_0247,f3fcc7f19dd623328b4d84e5118ec307,Treasury Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0023
JCL_0248,d796b68ab47d9b5e1b7df182dd26fcdc,Treasury Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0023
JCL_0249,febbe20aa6785d781984aab209234706,Treasury Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0023
JCL_0250,ed736adbb7ea65f1a0dda3ef49d065ed,Treasury Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0023
JCL_0251,7e0291ffbf6d8e67b766790d96257092,Treasury Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0023
JCL_0252,4a0a3c662e9f3039fdd094742d292ece,Treasury Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0023
JCL_0253,a7ba87d871fc2359a873cf85ceca82dd,Treasury Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0023
JCL_0254,b088a38ef06c0f2a41d39ef075265baf,Tax Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0024
JCL_0255,5bcf5813d505bf72f8c18dd0e6bbb6fa,Tax Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0024
JCL_0256,d8bad09972fe77f49c26ed6b3e1d2692,Tax Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0024
JCL_0257,5f70ec570ad452d26a9c6183bf66f236,Tax Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0024
JCL_0258,6de93cac09095f9dffe04d0e9a4d044c,Tax Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0024
JCL_0259,169042a56b635fb7b0be33e68ebbaf71,Tax Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0024
JCL_0260,6f6abcb8b4bae6a589512e03c0298201,Tax Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0024
JCL_0261,924cfa29db00506d6caaaad00859ccc3,Tax Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0024
JCL_0262,3fdb0ad8f332cb6ec02064b9258ef66b,Tax Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0024
JCL_0263,3509fb2cfa1d79bf9c9f1c781ff73c8c,Tax Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0024
JCL_0264,afa35edabcabf76ac434f3fd6d6f6960,Tax Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0024
JCL_0265,be41fc929c5fe865b6efcad9bd312232,Audit Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0025
JCL_0266,64f646c7a7d842b647242cf6014c7ead,Audit Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0025
JCL_0267,3ceb6561100617bcb9a2fd22e4be2341,Audit Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0025
JCL_0268,498341798c9f30deec8273d30259b8df,Audit Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0025
JCL_0269,3b28d7309a418700d91c5cde7c961d58,Audit Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0025
JCL_0270,e737fc5d5428ebf5dd51134e3864dafa,Audit Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0025
JCL_0271,0888eb8e6dd6b6fd9f0920b9a557e2e4,Audit Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0025
JCL_0272,88982aaf20b95de66848cac21fb40b51,Audit Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0025
JCL_0273,899a113a1aae6b054dc09056fa4f4e48,Audit Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0025
JCL_0274,b4fff49bcc7548536c64b9e4d2d9311c,Audit Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0025
JCL_0275,33af181f5431efdf8acd073f90a5ef42,Audit Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0025
JCL_0276,6483a19a1309cc956d5ffad5e6d03773,Financial Planning Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0026
JCL_0277,2c47f8e3a1d19635daf0918255647c1d,Financial Planning Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0026
JCL_0278,f44d775bc4a255a6242dfc2fff513d47,Financial Planning Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0026
JCL_0279,e5aecf26bef7be404ef5338a08a835da,Financial Planning Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0026
JCL_0280,b3fa3d41f2a5560493a3a0c3e7bb9e91,Financial Planning Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0026
JCL_0281,b7557225cee0f9b2e451d66f81e10fc6,Financial Planning Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0026
JCL_0282,60209d3eb87aca8f97364ea010749d7a,Financial Planning Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0026
JCL_0283,47f26088a8b411c7f25d6c0c1d6fa9fa,Financial Planning Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0026
JCL_0284,2b604bc6ff32714d62930039731ab9c4,Financial Planning Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0026
JCL_0285,ba55c0a5ee3a897cec95359413b3f44d,Financial Planning Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0026
JCL_0286,235775e442d7d9523a843bb05ce2f03d,Financial Planning Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0026
JCL_0287,8cb06e4db74c65588087da160bd71c09,Accounts Payable Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0027
JCL_0288,d937eb392f2226d1b00524a064720fa3,Accounts Payable Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0027
JCL_0289,7c22aa4cff978d9a29b34916a4ad8846,Accounts Payable Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0027
JCL_0290,709009b2324f9086efdb2b4be40b18f4,Accounts Payable Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0027
JCL_0291,f9c02636a0998075c1e7ff9dd0ec84b9,Accounts Payable Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0027
JCL_0292,4ff9c9f8b21e7e71a562a495851d4a5f,Accounts Payable Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0027
JCL_0293,8c438cbb16b8b5d81218370ae1ed1021,Accounts Payable Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0027
JCL_0294,6a518f7636e5b845b2a92873ed1d4950,Accounts Payable Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0027
JCL_0295,e237528cd45a71bce1aae6e159233f7a,Accounts Payable Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0027
JCL_0296,36e67faad3d2d3930b09aee9b0e7343b,Accounts Payable Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0027
JCL_0297,1bfc36a2a4d07e25d3531f57623db0b7,Accounts Payable Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0027
JCL_0298,3f984446540e68663581a37334bf8826,Risk Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0028
JCL_0299,9b78416066f57e8575ebf95cbfdc4f6b,Risk Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0028
JCL_0300,48e680e137f60e523f0bae760cf67fc3,Risk Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0028
JCL_0301,8bc4c1c1b2c9345f9e86988cf9b8f3d4,Risk Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0028
JCL_0302,d6bc0de02c0cb8898112d1bbc9b5ac1b,Risk Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0028
JCL_0303,6af7ef2d1d61d6dd45d7c9c87942399f,Risk Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0028
JCL_0304,c977c2eb4a198ff0c6e770b529f8a2c8,Risk Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0028
JCL_0305,26bc6c078665e4fb2d09de0f6dc61271,Risk Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0028
JCL_0306,cdbcdb7e301792f5296f00f06931a7ff,Risk Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0028
JCL_0307,b1ccaf1af2a47031e5b1ef666f003d12,Risk Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0028
JCL_0308,4bb49402936af01ea1cc25b0d8841d1b,Risk Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0028
JCL_0309,daaaf9e55af02e6157c1bdf290f69cec,Senior Risk Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0029
JCL_0310,f099bd438c2d6e325a33546d06c3ab89,Senior Risk Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0029
JCL_0311,baaae256d1a724d7e097b5863250e09c,Senior Risk Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0029
JCL_0312,5666f6ad391fdd915b6b09dc35b5562a,Senior Risk Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0029
JCL_0313,42f3f86e9a19bae635163860259d7578,Senior Risk Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0029
JCL_0314,c914376ba845fa87bd20898d3c855e43,Senior Risk Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0029
JCL_0315,dea80d1256b1a6e2ee8be80dceefa9b0,Senior Risk Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0029
JCL_0316,b292cb020f2f2c166012f804e8a3fd98,Senior Risk Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0029
JCL_0317,fb01973eaa4acaf45161c306f7deb685,Senior Risk Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0029
JCL_0318,926d736c63d4409017ab5023626072a9,Senior Risk Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0029
JCL_0319,f2b3ed5378474ee6114437b0df490402,Senior Risk Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0029
JCL_0320,db350fc60fa66405629b3f0250be8025,Credit Risk Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0030
JCL_0321,f61c89375c496d324e15a93787225578,Credit Risk Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0030
JCL_0322,30138c20c1d97b90a72341807c210e6d,Credit Risk Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0030
JCL_0323,8980cc589ed80ef3750af7110f0556c4,Credit Risk Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0030
JCL_0324,0ead5eb7eee8d925c12fae06b23483a0,Credit Risk Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0030
JCL_0325,f1e74fa54f9f9597176ca0748a4031c6,Credit Risk Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0030
JCL_0326,f398a2700cbd6ee00bc6fa3b7e29fed1,Credit Risk Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0030
JCL_0327,520cc5fec72497e9d2c4aa68da2e12e0,Credit Risk Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0030
JCL_0328,abc88e57e41622aafe5057a6c9d0d361,Credit Risk Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0030
JCL_0329,877bf80ed702cc59ea52394df9052d6f,Credit Risk Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0030
JCL_0330,badfa837305f193ae72b6320a10a400f,Credit Risk Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0030
JCL_0331,5a9392301417491117fae67bfbc84862,Market Risk Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0031
JCL_0332,c57d764ab52bf9f673ede6327054a49f,Market Risk Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0031
JCL_0333,62a28e3e91db7ec5cfecf58172c010ae,Market Risk Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0031
JCL_0334,6f7cd9bfeca93ea945c82da0b4979930,Market Risk Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0031
JCL_0335,edf882712ada25640bc34770a7c765fc,Market Risk Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0031
JCL_0336,42ff7ddd98cb111a1e5ae5a53a5c62b9,Market Risk Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0031
JCL_0337,db1cfc9d44d80ab8bcc25a8005b9b25e,Market Risk Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0031
JCL_0338,b0c71592db35f02facf0b84027046b53,Market Risk Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0031
JCL_0339,60d52c335cb61f680ef43f60e7920777,Market Risk Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0031
JCL_0340,eb775c1d3ec439696d162f46f058789e,Market Risk Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0031
JCL_0341,efa031fbaa00d42f27029ad9cbddb4c0,Market Risk Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0031
JCL_0342,5fd951e020da6013eea80577259e8f80,Operational Risk Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0032
JCL_0343,efe1ef254b7acfb1c2cc69b47977b361,Operational Risk Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0032
JCL_0344,8dd63dd1ff2dcbf48fcefc2d75868ff2,Operational Risk Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0032
JCL_0345,bee53d7b57f5a070459fe64a9a9c19ef,Operational Risk Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0032
JCL_0346,6d21f7043a5468ccedd2fe1fea5e83c8,Operational Risk Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0032
JCL_0347,014b6b994a2ad153535e8003dd7bfaf6,Operational Risk Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0032
JCL_0348,1f63068b3670fa8cddc58c711bc3b2ae,Operational Risk Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0032
JCL_0349,c04fbf862b71089bc5d1c3eab41b8404,Operational Risk Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0032
JCL_0350,de8c38dd184356843b37707d806fda1f,Operational Risk Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0032
JCL_0351,2a1378c3dfc64c189169c9cf02075706,Operational Risk Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0032
JCL_0352,c36e5988bd2c855f5537fa9a3c6862fe,Operational Risk Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0032
JCL_0353,2608cde56697653789f73f7c3a0d71f6,Compliance Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0033
JCL_0354,0c9b5f695f845b462d7e6ddd238f0b74,Compliance Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0033
JCL_0355,20c8d4af4b87dce24c848eed42f9176f,Compliance Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0033
JCL_0356,2f46d9795b1cf1668aa53fffbf798da8,Compliance Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0033
JCL_0357,bce50357369d6ff8ffa5b9a280d18128,Compliance Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0033
JCL_0358,c381622560694c91408f1124940cfcb7,Compliance Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0033
JCL_0359,986370d2bbd1f35e0b43a0a90bba6b93,Compliance Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0033
JCL_0360,606df8f87800350ab3df15a64078ecbc,Compliance Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0033
JCL_0361,52b0fed007af987a6256536a9fde3985,Compliance Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0033
JCL_0362,90423201b113b8c18abc199911ae8405,Compliance Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0033
JCL_0363,8c9800e636d4946477134bff1c109cfe,Compliance Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0033
JCL_0364,963c31087ad3b5b2f10632d7b9fe96a6,AML Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0034
JCL_0365,cf1d0bcd61021f7ea9fabcff91e9a28f,AML Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0034
JCL_0366,f605b27cabcc5dd99d497422a24b6f4b,AML Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0034
JCL_0367,fb685067e1253e5de9aed0ca6840fb16,AML Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0034
JCL_0368,67c7254b1a82b04ba96baad2257f25e3,AML Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0034
JCL_0369,3ac7a72d2f5768cd6b0dfd6954fcc9b9,AML Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0034
JCL_0370,8d2833f2fb2c6ad1d01de5d6ef4b46ee,AML Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0034
JCL_0371,ae30765e22fb1bd7021e611c06a76bd6,AML Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0034
JCL_0372,5bbcaa4ddb8155a4f0a8a90c3f0c7ab1,AML Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0034
JCL_0373,42c5caf7c41b6b6a413a838972231b96,AML Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0034
JCL_0374,966248769aa45833928d1ce2e98ce7df,AML Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0034
JCL_0375,60b40d18435dc14c7690779115d61285,Regulatory Affairs Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0035
JCL_0376,2c28c31cc5b186c3f50624165f8885ee,Regulatory Affairs Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0035
JCL_0377,a4d8316604feec68636dff50bc7dade5,Regulatory Affairs Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0035
JCL_0378,9a4dc24ec6c3410e93c52f7d6c1fdfa6,Regulatory Affairs Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0035
JCL_0379,22c81d25acb07d8cba58881077cb05f1,Regulatory Affairs Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0035
JCL_0380,5d12925598ce5612226943441bf93efa,Regulatory Affairs Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0035
JCL_0381,c9bbabe4f19bc88c28d6cdda8070e79f,Regulatory Affairs Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0035
JCL_0382,3dff9fbaba344f5d02f4a164949a2258,Regulatory Affairs Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0035
JCL_0383,ced412498f4be16d7754c3939aa36119,Regulatory Affairs Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0035
JCL_0384,33aa76692aa141b5e6eaf8e83fdeada9,Regulatory Affairs Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0035
JCL_0385,26bc8e8b8bf7cc71e23aed55357443ea,Regulatory Affairs Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0035
